STATEFP,COUNTYFP,COUNAME,STNAME,LATITUDE,LONGITUDE
20,145,Pawnee,Kansas,38.179763,-99.146958
20,147,Phillips,Kansas,39.759487,-99.348621
20,149,Pottawatomie,Kansas,39.251723,-96.332282
20,151,Pratt,Kansas,37.6448,-98.730599
20,153,Rawlins,Kansas,39.807173,-101.050348
20,155,Reno,Kansas,38.051646,-97.931942
20,157,Republic,Kansas,39.817924,-97.659071
20,159,Rice,Kansas,38.320405,-98.199874
20,161,Riley,Kansas,39.190165,-96.632706
20,163,Rooks,Kansas,39.321747,-99.314061
20,165,Rush,Kansas,38.527826,-99.281206
20,167,Russell,Kansas,38.904218,-98.830652
20,169,Saline,Kansas,38.814764,-97.605554
20,171,Scott,Kansas,38.481574,-100.913143
20,173,Sedgwick,Kansas,37.680269,-97.34439
20,175,Seward,Kansas,37.051086,-100.918735
20,177,Shawnee,Kansas,39.034789,-95.706417
20,179,Sheridan,Kansas,39.368138,-100.463405
20,181,Sherman,Kansas,39.350878,-101.726045
20,183,Smith,Kansas,39.770601,-98.805608
20,185,Stafford,Kansas,38.005058,-98.733831
20,187,Stanton,Kansas,37.565287,-101.757372
20,189,Stevens,Kansas,37.187133,-101.322543
20,191,Sumner,Kansas,37.303365,-97.406786
20,193,Thomas,Kansas,39.384656,-101.050191
20,195,Trego,Kansas,39.003748,-99.881416
20,197,Wabaunsee,Kansas,38.989695,-96.178582
20,199,Wallace,Kansas,38.885844,-101.761616
20,201,Washington,Kansas,39.779332,-97.048861
20,203,Wichita,Kansas,38.494575,-101.349645
20,205,Wilson,Kansas,37.511463,-95.739717
20,207,Woodson,Kansas,37.876071,-95.735035
20,209,Wyandotte,Kansas,39.106038,-94.712818
21,001,Adair,Kentucky,37.107461,-85.27965
21,003,Allen,Kentucky,36.750241,-86.210149
21,005,Anderson,Kentucky,38.02799,-84.925693
21,007,Ballard,Kentucky,37.043623,-88.976992
21,009,Barren,Kentucky,36.995285,-85.932182
21,011,Bath,Kentucky,38.138475,-83.7406
21,013,Bell,Kentucky,36.680825,-83.70439
21,015,Boone,Kentucky,38.984893,-84.678985
21,017,Bourbon,Kentucky,38.203999,-84.246703
21,019,Boyd,Kentucky,38.432179,-82.666251
21,021,Boyle,Kentucky,37.637853,-84.796823
21,023,Bracken,Kentucky,38.701217,-84.072685
21,025,Breathitt,Kentucky,37.518699,-83.377385
21,027,Breckinridge,Kentucky,37.769799,-86.408122
21,029,Bullitt,Kentucky,38.023787,-85.651771
21,031,Butler,Kentucky,37.217537,-86.677714
21,033,Caldwell,Kentucky,37.125484,-87.878812
21,035,Calloway,Kentucky,36.621007,-88.30609
21,037,Campbell,Kentucky,39.032376,-84.439251
21,039,Carlisle,Kentucky,36.855639,-88.946346
21,041,Carroll,Kentucky,38.669245,-85.140741
21,043,Carter,Kentucky,38.314087,-83.034886
21,045,Casey,Kentucky,37.301616,-84.925995
21,047,Christian,Kentucky,36.80904,-87.477832
21,049,Clark,Kentucky,37.986421,-84.182808
21,051,Clay,Kentucky,37.168974,-83.750091
21,053,Clinton,Kentucky,36.715915,-85.13447
21,055,Crittenden,Kentucky,37.33223,-88.095012
21,057,Cumberland,Kentucky,36.782421,-85.389733
21,059,Daviess,Kentucky,37.747426,-87.095079
21,061,Edmonson,Kentucky,37.192292,-86.253259
21,063,Elliott,Kentucky,38.122978,-83.108689
21,065,Estill,Kentucky,37.707053,-83.991846
21,067,Fayette,Kentucky,38.020293,-84.49441
21,069,Fleming,Kentucky,38.388852,-83.709683
21,071,Floyd,Kentucky,37.558551,-82.7396
21,073,Franklin,Kentucky,38.195361,-84.867165
21,075,Fulton,Kentucky,36.538105,-89.037115
21,077,Gallatin,Kentucky,38.764935,-84.841609
21,079,Garrard,Kentucky,37.650333,-84.575237
21,081,Grant,Kentucky,38.689224,-84.602905
21,083,Graves,Kentucky,36.742207,-88.650736
21,085,Grayson,Kentucky,37.471252,-86.30457
21,087,Green,Kentucky,37.265986,-85.538884
21,089,Greenup,Kentucky,38.55436,-82.809161
21,091,Hancock,Kentucky,37.868547,-86.805118
21,093,Hardin,Kentucky,37.743564,-85.915853
21,095,Harlan,Kentucky,36.866097,-83.2338
21,097,Harrison,Kentucky,38.414072,-84.314294
21,099,Hart,Kentucky,37.280435,-85.88777
21,101,Henderson,Kentucky,37.817983,-87.564508
21,103,Henry,Kentucky,38.4314,-85.180752
21,105,Hickman,Kentucky,36.664413,-88.956556
21,107,Hopkins,Kentucky,37.308856,-87.52201
21,109,Jackson,Kentucky,37.400575,-83.992381
21,111,Jefferson,Kentucky,38.201451,-85.686227
21,113,Jessamine,Kentucky,37.886869,-84.585371
21,115,Johnson,Kentucky,37.830575,-82.817074
21,117,Kenton,Kentucky,39.011065,-84.549073
21,119,Knott,Kentucky,37.328988,-82.942351
21,121,Knox,Kentucky,36.902733,-83.921054
21,123,Larue,Kentucky,37.542807,-85.723159
21,125,Laurel,Kentucky,37.091997,-84.087505
21,127,Lawrence,Kentucky,38.081027,-82.677508
21,129,Lee,Kentucky,37.590698,-83.702693
21,131,Leslie,Kentucky,37.115702,-83.376004
21,133,Letcher,Kentucky,37.146816,-82.807202
21,135,Lewis,Kentucky,38.564104,-83.350474
21,137,Lincoln,Kentucky,37.473364,-84.670402
21,139,Livingston,Kentucky,37.133064,-88.351386
21,141,Logan,Kentucky,36.859958,-86.862831
21,143,Lyon,Kentucky,37.065485,-88.079475
21,145,McCracken,Kentucky,37.0493,-88.649871
21,147,McCreary,Kentucky,36.713019,-84.447417
21,149,McLean,Kentucky,37.51554,-87.221398
21,151,Madison,Kentucky,37.70685,-84.286707
21,153,Magoffin,Kentucky,37.733397,-83.057067
21,155,Marion,Kentucky,37.570127,-85.28442
21,157,Marshall,Kentucky,36.897003,-88.34
21,159,Martin,Kentucky,37.835468,-82.516965
21,161,Mason,Kentucky,38.616511,-83.789096
21,163,Meade,Kentucky,37.934417,-86.134606
21,165,Menifee,Kentucky,37.945275,-83.595979
21,167,Mercer,Kentucky,37.785035,-84.84891
21,169,Metcalfe,Kentucky,36.990976,-85.64095
21,171,Monroe,Kentucky,36.707799,-85.723364
21,173,Montgomery,Kentucky,38.037988,-83.918227
21,175,Morgan,Kentucky,37.914473,-83.268972
21,177,Muhlenberg,Kentucky,37.238076,-87.146244
21,179,Nelson,Kentucky,37.820783,-85.4595
21,181,Nicholas,Kentucky,38.324558,-84.022987
21,183,Ohio,Kentucky,37.464465,-86.864757
21,185,Oldham,Kentucky,38.372614,-85.459227
21,187,Owen,Kentucky,38.530989,-84.831041
21,189,Owsley,Kentucky,37.45244,-83.68482
21,191,Pendleton,Kentucky,38.715312,-84.359242
21,193,Perry,Kentucky,37.258818,-83.200329
21,195,Pike,Kentucky,37.463914,-82.427235
21,197,Powell,Kentucky,37.850736,-83.880539
21,199,Pulaski,Kentucky,37.092197,-84.614379
21,201,Robertson,Kentucky,38.520923,-84.051005
21,203,Rockcastle,Kentucky,37.380897,-84.351176
21,205,Rowan,Kentucky,38.194754,-83.444323
21,207,Russell,Kentucky,37.030799,-85.058512
21,209,Scott,Kentucky,38.230636,-84.568282
21,211,Shelby,Kentucky,38.212966,-85.232221
21,213,Simpson,Kentucky,36.732484,-86.571947
21,215,Spencer,Kentucky,38.06313,-85.350311
21,217,Taylor,Kentucky,37.350286,-85.342524
21,219,Todd,Kentucky,36.812095,-87.173233
21,221,Trigg,Kentucky,36.845549,-87.834907
21,223,Trimble,Kentucky,38.61932,-85.33207
21,225,Union,Kentucky,37.652277,-87.929907
21,227,Warren,Kentucky,36.966984,-86.435814
21,229,Washington,Kentucky,37.738166,-85.192752
21,231,Wayne,Kentucky,36.838184,-84.845965
21,233,Webster,Kentucky,37.502386,-87.68192
21,235,Whitley,Kentucky,36.814087,-84.141533
21,237,Wolfe,Kentucky,37.739826,-83.509721
21,239,Woodford,Kentucky,38.048373,-84.726705
22,001,Acadia,Louisiana,30.281563,-92.350979
22,003,Allen,Louisiana,30.669442,-92.779523
22,005,Ascension,Louisiana,30.254386,-90.934071
22,007,Assumption,Louisiana,29.921462,-91.065832
22,009,Avoyelles,Louisiana,31.057263,-92.067528
22,011,Beauregard,Louisiana,30.723548,-93.282544
22,013,Bienville,Louisiana,32.384335,-93.079008
22,015,Bossier,Louisiana,32.560816,-93.659046
22,017,Caddo,Louisiana,32.468933,-93.799166
22,019,Calcasieu,Louisiana,30.225067,-93.257749
22,021,Caldwell,Louisiana,32.073032,-92.104629
22,023,Cameron,Louisiana,29.957136,-93.210852
22,025,Catahoula,Louisiana,31.694978,-91.820047
22,027,Claiborne,Louisiana,32.826371,-93.033201
22,029,Concordia,Louisiana,31.592181,-91.54632
22,031,De Soto,Louisiana,32.121308,-93.778274
22,033,East Baton Rouge,Louisiana,30.460289,-91.100064
22,035,East Carroll,Louisiana,32.761788,-91.184557
22,037,East Feliciana,Louisiana,30.820502,-91.090607
22,039,Evangeline,Louisiana,30.690294,-92.361575
22,041,Franklin,Louisiana,32.147658,-91.695666
22,043,Grant,Louisiana,31.530198,-92.538082
22,045,Iberia,Louisiana,29.994242,-91.80964
22,047,Iberville,Louisiana,30.271035,-91.232013
22,049,Jackson,Louisiana,32.283184,-92.643112
22,051,Jefferson,Louisiana,29.945816,-90.152287
22,053,Jefferson Davis,Louisiana,30.241059,-92.746247
22,055,Lafayette,Louisiana,30.198103,-92.042199
22,057,Lafourche,Louisiana,29.690273,-90.63396
22,059,LaSalle,Louisiana,31.726006,-92.16954
22,061,Lincoln,Louisiana,32.54964,-92.645045
22,063,Livingston,Louisiana,30.48237,-90.843081
22,065,Madison,Louisiana,32.397655,-91.197847
22,067,Morehouse,Louisiana,32.785896,-91.8883
22,069,Natchitoches,Louisiana,31.757091,-93.097411
22,071,Orleans,Louisiana,29.975765,-90.05295
22,073,Ouachita,Louisiana,32.516411,-92.131922
22,075,Plaquemines,Louisiana,29.725872,-89.903288
22,077,Pointe Coupee,Louisiana,30.664814,-91.4947
22,079,Rapides,Louisiana,31.286365,-92.455373
22,081,Red River,Louisiana,32.054844,-93.305191
22,083,Richland,Louisiana,32.440206,-91.718715
22,085,Sabine,Louisiana,31.578134,-93.564477
22,087,St. Bernard,Louisiana,29.930597,-89.937239
22,089,St. Charles,Louisiana,29.938265,-90.376212
22,091,St. Helena,Louisiana,30.786666,-90.693517
22,093,St. James,Louisiana,30.020844,-90.736618
22,095,St. John the Baptist,Louisiana,30.072182,-90.511201
22,097,St. Landry,Louisiana,30.510054,-92.112737
22,099,St. Martin,Louisiana,30.231079,-91.83735
22,101,St. Mary,Louisiana,29.738031,-91.339006
22,103,St. Tammany,Louisiana,30.386943,-89.961836
22,105,Tangipahoa,Louisiana,30.561076,-90.449002
22,107,Tensas,Louisiana,31.960595,-91.298951
22,109,Terrebonne,Louisiana,29.596256,-90.725647
22,111,Union,Louisiana,32.788831,-92.398543
22,113,Vermilion,Louisiana,29.998731,-92.161801
22,115,Vernon,Louisiana,31.09456,-93.24714
22,117,Washington,Louisiana,30.839568,-90.004103
22,119,Webster,Louisiana,32.699031,-93.338052
22,121,West Baton Rouge,Louisiana,30.436753,-91.266575
22,123,West Carroll,Louisiana,32.827035,-91.427421
22,125,West Feliciana,Louisiana,30.888343,-91.442588
22,127,Winn,Louisiana,31.930579,-92.67791
23,001,Androscoggin,Maine,44.117226,-70.202081
23,003,Aroostook,Maine,46.701279,-68.088411
23,005,Cumberland,Maine,43.746359,-70.305033
23,007,Franklin,Maine,44.707406,-70.225872
23,009,Hancock,Maine,44.471045,-68.468176
23,011,Kennebec,Maine,44.395615,-69.748924
23,013,Knox,Maine,44.132937,-69.161632
23,015,Lincoln,Maine,44.034295,-69.553445
23,017,Oxford,Maine,44.279251,-70.614092
23,019,Penobscot,Maine,44.944506,-68.797457
23,021,Piscataquis,Maine,45.242664,-69.256031
23,023,Sagadahoc,Maine,43.956844,-69.871506
23,025,Somerset,Maine,44.820189,-69.685098
23,027,Waldo,Maine,44.490051,-69.086158
23,029,Washington,Maine,44.861852,-67.46595
23,031,York,Maine,43.422532,-70.64015
24,001,Allegany,Maryland,39.628458,-78.820665
24,003,Anne Arundel,Maryland,39.071038,-76.604417
24,005,Baltimore,Maryland,39.368834,-76.620325
24,009,Calvert,Maryland,38.551108,-76.54407
24,011,Caroline,Maryland,38.873476,-75.830203
24,013,Carroll,Maryland,39.526206,-76.993056
24,015,Cecil,Maryland,39.614177,-75.936285
24,017,Charles,Maryland,38.58147,-76.951519
24,019,Dorchester,Maryland,38.571271,-76.011658
24,021,Frederick,Maryland,39.427679,-77.400605
24,023,Garrett,Maryland,39.51324,-79.305826
24,025,Harford,Maryland,39.520613,-76.309261
24,027,Howard,Maryland,39.217658,-76.854298
24,029,Kent,Maryland,39.244676,-76.05767
24,031,Montgomery,Maryland,39.087069,-77.124126
24,033,Prince George's,Maryland,38.909313,-76.888689
24,035,Queen Anne's,Maryland,39.021381,-76.149985
24,037,St. Mary's,Maryland,38.307223,-76.577954
24,039,Somerset,Maryland,38.13306,-75.742151
24,041,Talbot,Maryland,38.7685,-76.098027
24,043,Washington,Maryland,39.618688,-77.73148
24,045,Wicomico,Maryland,38.372255,-75.593756
24,047,Worcester,Maryland,38.30361,-75.234513
24,510,Baltimore,Maryland,39.314378,-76.618104
25,001,Barnstable,Massachusetts,41.692343,-70.328659
25,003,Berkshire,Massachusetts,42.456888,-73.218336
25,005,Bristol,Massachusetts,41.794278,-71.109451
25,007,Dukes,Massachusetts,41.419712,-70.60331
25,009,Essex,Massachusetts,42.625306,-70.991432
25,011,Franklin,Massachusetts,42.578152,-72.559152
25,013,Hampden,Massachusetts,42.125554,-72.574333
25,015,Hampshire,Massachusetts,42.312741,-72.572165
25,017,Middlesex,Massachusetts,42.447845,-71.254598
25,019,Nantucket,Massachusetts,41.267216,-70.089225
25,021,Norfolk,Massachusetts,42.202442,-71.146359
25,023,Plymouth,Massachusetts,42.023677,-70.855576
25,025,Suffolk,Massachusetts,42.336102,-71.077148
25,027,Worcester,Massachusetts,42.303377,-71.802715
26,001,Alcona,Michigan,44.668106,-83.46556
26,003,Alger,Michigan,46.384467,-86.711752
26,005,Allegan,Michigan,42.608445,-85.871027
26,007,Alpena,Michigan,45.050588,-83.502895
26,009,Antrim,Michigan,44.978317,-85.198554
26,011,Arenac,Michigan,44.044452,-83.884489
26,013,Baraga,Michigan,46.766517,-88.450012
26,015,Barry,Michigan,42.618511,-85.349392
26,017,Bay,Michigan,43.629992,-83.929196
26,019,Benzie,Michigan,44.651834,-86.011382
26,021,Berrien,Michigan,41.985704,-86.406377
26,023,Branch,Michigan,41.929177,-85.030705
26,025,Calhoun,Michigan,42.289631,-85.106049
26,027,Cass,Michigan,41.892277,-86.040504
26,029,Charlevoix,Michigan,45.244536,-85.11101
26,031,Cheboygan,Michigan,45.511041,-84.52108
26,033,Chippewa,Michigan,46.365585,-84.396326
26,035,Clare,Michigan,43.944384,-84.825685
26,037,Clinton,Michigan,42.886259,-84.55428
26,039,Crawford,Michigan,44.657052,-84.668957
26,041,Delta,Michigan,45.801912,-87.065752
26,043,Dickinson,Michigan,45.832994,-88.014029
26,045,Eaton,Michigan,42.645094,-84.739621
26,047,Emmet,Michigan,45.432042,-84.910442
26,049,Genesee,Michigan,43.002399,-83.693809
26,051,Gladwin,Michigan,43.968003,-84.439806
26,053,Gogebic,Michigan,46.446365,-89.992958
26,055,Grand Traverse,Michigan,44.713441,-85.613028
26,057,Gratiot,Michigan,43.34413,-84.631259
26,059,Hillsdale,Michigan,41.916883,-84.605231
26,061,Houghton,Michigan,47.127331,-88.54177
26,063,Huron,Michigan,43.832366,-83.063027
26,065,Ingham,Michigan,42.688382,-84.486253
26,067,Ionia,Michigan,42.957003,-85.086727
26,069,Iosco,Michigan,44.357042,-83.532361
26,071,Iron,Michigan,46.099565,-88.53764
26,073,Isabella,Michigan,43.608534,-84.80345
26,075,Jackson,Michigan,42.241802,-84.406618
26,077,Kalamazoo,Michigan,42.262549,-85.586372
26,079,Kalkaska,Michigan,44.720582,-85.164963
26,081,Kent,Michigan,42.961776,-85.625638
26,083,Keweenaw,Michigan,47.336126,-88.289269
26,085,Lake,Michigan,43.95721,-85.799431
26,087,Lapeer,Michigan,43.058194,-83.249396
26,089,Leelanau,Michigan,44.906992,-85.730072
26,091,Lenawee,Michigan,41.926112,-84.052777
26,093,Livingston,Michigan,42.575026,-83.856466
26,095,Luce,Michigan,46.335663,-85.56135
26,097,Mackinac,Michigan,45.997314,-84.881331
26,099,Macomb,Michigan,42.589118,-82.957895
26,101,Manistee,Michigan,44.306321,-86.185294
26,103,Marquette,Michigan,46.486717,-87.492759
26,105,Mason,Michigan,43.97455,-86.346719
26,107,Mecosta,Michigan,43.650863,-85.382191
26,109,Menominee,Michigan,45.342064,-87.579801
26,111,Midland,Michigan,43.643318,-84.296349
26,113,Missaukee,Michigan,44.307677,-85.179858
26,115,Monroe,Michigan,41.901664,-83.486421
26,117,Montcalm,Michigan,43.283564,-85.172737
26,119,Montmorency,Michigan,44.997449,-84.12591
26,121,Muskegon,Michigan,43.243847,-86.214941
26,123,Newaygo,Michigan,43.466224,-85.811272
26,125,Oakland,Michigan,42.586862,-83.314039
26,127,Oceana,Michigan,43.632662,-86.305778
26,129,Ogemaw,Michigan,44.286618,-84.127345
26,131,Ontonagon,Michigan,46.718929,-89.288199
26,133,Osceola,Michigan,43.965434,-85.357843
26,135,Oscoda,Michigan,44.701471,-84.14837
26,137,Otsego,Michigan,45.006949,-84.666769
26,139,Ottawa,Michigan,42.911054,-86.015862
26,141,Presque Isle,Michigan,45.356976,-83.868249
26,143,Roscommon,Michigan,44.364342,-84.650133
26,145,Saginaw,Michigan,43.399088,-83.996446
26,147,St. Clair,Michigan,42.912215,-82.563457
26,149,St. Joseph,Michigan,41.887521,-85.526887
26,151,Sanilac,Michigan,43.365189,-82.782963
26,153,Schoolcraft,Michigan,46.006087,-86.226826
26,155,Shiawassee,Michigan,42.942704,-84.147876
26,157,Tuscola,Michigan,43.429916,-83.433939
26,159,Van Buren,Michigan,42.260186,-86.001338
26,161,Washtenaw,Michigan,42.257602,-83.726939
26,163,Wayne,Michigan,42.329477,-83.226321
26,165,Wexford,Michigan,44.309686,-85.486553
27,001,Aitkin,Minnesota,46.570797,-93.52998
27,003,Anoka,Minnesota,45.195033,-93.269315
27,005,Becker,Minnesota,46.846984,-95.781108
27,007,Beltrami,Minnesota,47.585267,-94.86333
27,009,Benton,Minnesota,45.634664,-94.10435
27,011,Big Stone,Minnesota,45.395362,-96.446286
27,013,Blue Earth,Minnesota,44.133623,-93.994417
27,015,Brown,Minnesota,44.285144,-94.59176
27,017,Carlton,Minnesota,46.644206,-92.532283
27,019,Carver,Minnesota,44.836919,-93.679267
27,021,Cass,Minnesota,46.817725,-94.417932
27,023,Chippewa,Minnesota,44.961846,-95.618298
27,025,Chisago,Minnesota,45.452093,-92.924032
27,027,Clay,Minnesota,46.855003,-96.673903
27,029,Clearwater,Minnesota,47.559971,-95.388788
27,031,Cook,Minnesota,47.790102,-90.339448
27,033,Cottonwood,Minnesota,43.938574,-95.120928
27,035,Crow Wing,Minnesota,46.430863,-94.162322
27,037,Dakota,Minnesota,44.763244,-93.154642
27,039,Dodge,Minnesota,44.030082,-92.805954
27,041,Douglas,Minnesota,45.907933,-95.389465
27,043,Faribault,Minnesota,43.682751,-93.954993
27,045,Fillmore,Minnesota,43.696271,-92.081754
27,047,Freeborn,Minnesota,43.662772,-93.361666
27,049,Goodhue,Minnesota,44.446353,-92.66657
27,051,Grant,Minnesota,45.948536,-95.931474
27,053,Hennepin,Minnesota,44.976697,-93.361233
27,055,Houston,Minnesota,43.720423,-91.438661
27,057,Hubbard,Minnesota,47.058441,-94.933356
27,059,Isanti,Minnesota,45.542718,-93.259775
27,061,Itasca,Minnesota,47.315009,-93.521135
27,063,Jackson,Minnesota,43.66536,-95.109576
27,065,Kanabec,Minnesota,45.885216,-93.297994
27,067,Kandiyohi,Minnesota,45.154628,-95.017492
27,069,Kittson,Minnesota,48.729252,-96.77663
27,071,Koochiching,Minnesota,48.510977,-93.489801
27,073,Lac qui Parle,Minnesota,44.982404,-96.130868
27,075,Lake,Minnesota,47.186485,-91.560751
27,077,Lake of the Woods,Minnesota,48.769541,-94.744612
27,079,Le Sueur,Minnesota,44.39681,-93.716142
27,081,Lincoln,Minnesota,44.373948,-96.252306
27,083,Lyon,Minnesota,44.428528,-95.796682
27,085,McLeod,Minnesota,44.85967,-94.264775
27,087,Mahnomen,Minnesota,47.300158,-95.837513
27,089,Marshall,Minnesota,48.306927,-96.530084
27,091,Martin,Minnesota,43.665559,-94.50935
27,093,Meeker,Minnesota,45.136287,-94.481246
27,095,Mille Lacs,Minnesota,45.790781,-93.623033
27,097,Morrison,Minnesota,45.984633,-94.329081
27,099,Mower,Minnesota,43.665401,-92.901937
27,101,Murray,Minnesota,43.982392,-95.740801
27,103,Nicollet,Minnesota,44.265352,-94.058378
27,105,Nobles,Minnesota,43.635008,-95.663888
27,107,Norman,Minnesota,47.308519,-96.484363
27,109,Olmsted,Minnesota,44.024514,-92.476238
27,111,Otter Tail,Minnesota,46.408729,-95.789225
27,113,Pennington,Minnesota,48.102851,-96.147968
27,115,Pine,Minnesota,46.030418,-92.894181
27,117,Pipestone,Minnesota,43.980739,-96.268335
27,119,Polk,Minnesota,47.783873,-96.562798
27,121,Pope,Minnesota,45.630228,-95.439435
27,123,Ramsey,Minnesota,44.99291,-93.10565
27,125,Red Lake,Minnesota,47.875652,-96.132058
27,127,Redwood,Minnesota,44.440045,-95.189914
27,129,Renville,Minnesota,44.721227,-94.942285
27,131,Rice,Minnesota,44.372673,-93.26165
27,133,Rock,Minnesota,43.648084,-96.237081
27,135,Roseau,Minnesota,48.82443,-95.646717
27,137,St. Louis,Minnesota,47.078425,-92.307366
27,139,Scott,Minnesota,44.714553,-93.466447
27,141,Sherburne,Minnesota,45.402446,-93.718866
27,143,Sibley,Minnesota,44.58252,-94.165538
27,145,Stearns,Minnesota,45.559158,-94.355044
27,147,Steele,Minnesota,44.06586,-93.214616
27,149,Stevens,Minnesota,45.577955,-95.921798
27,151,Swift,Minnesota,45.272889,-95.637582
27,153,Todd,Minnesota,46.065805,-94.889142
27,155,Traverse,Minnesota,45.751962,-96.547312
27,157,Wabasha,Minnesota,44.298281,-92.21876
27,159,Wadena,Minnesota,46.52738,-95.044753
27,161,Waseca,Minnesota,44.062525,-93.551329
27,163,Washington,Minnesota,44.985726,-92.921431
27,165,Watonwan,Minnesota,43.992768,-94.58359
27,167,Wilkin,Minnesota,46.316429,-96.525623
27,169,Winona,Minnesota,44.023673,-91.718459
27,171,Wright,Minnesota,45.199091,-93.818147
27,173,Yellow Medicine,Minnesota,44.737396,-95.830115
28,001,Adams,Mississippi,31.545814,-91.35434
28,003,Alcorn,Mississippi,34.909527,-88.529805
28,005,Amite,Mississippi,31.187109,-90.807611
28,007,Attala,Mississippi,33.065276,-89.589172
28,009,Benton,Mississippi,34.813848,-89.203932
28,011,Bolivar,Mississippi,33.771865,-90.768825
28,013,Calhoun,Mississippi,33.930069,-89.309537
28,015,Carroll,Mississippi,33.46177,-89.919301
28,017,Chickasaw,Mississippi,33.93085,-88.93891
28,019,Choctaw,Mississippi,33.339222,-89.234179
28,021,Claiborne,Mississippi,31.931505,-90.950731
28,023,Clarke,Mississippi,32.067249,-88.731696
28,025,Clay,Mississippi,33.624883,-88.693
28,027,Coahoma,Mississippi,34.220105,-90.57036
28,029,Copiah,Mississippi,31.893381,-90.378623
28,031,Covington,Mississippi,31.634654,-89.546964
28,033,DeSoto,Mississippi,34.927389,-89.949653
28,035,Forrest,Mississippi,31.309279,-89.287954
28,037,Franklin,Mississippi,31.471678,-90.866734
28,039,George,Mississippi,30.868417,-88.590917
28,041,Greene,Mississippi,31.195402,-88.629422
28,043,Grenada,Mississippi,33.76756,-89.803438
28,045,Hancock,Mississippi,30.379142,-89.404092
28,047,Harrison,Mississippi,30.434161,-89.063779
28,049,Hinds,Mississippi,32.304046,-90.257
28,051,Holmes,Mississippi,33.089593,-90.028731
28,053,Humphreys,Mississippi,33.164116,-90.518897
28,055,Issaquena,Mississippi,32.889296,-91.018573
28,057,Itawamba,Mississippi,34.289689,-88.404342
28,059,Jackson,Mississippi,30.443696,-88.66863
28,061,Jasper,Mississippi,31.961091,-89.144805
28,063,Jefferson,Mississippi,31.714009,-91.057536
28,065,Jefferson Davis,Mississippi,31.575445,-89.816038
28,067,Jones,Mississippi,31.667175,-89.167194
28,069,Kemper,Mississippi,32.763776,-88.672958
28,071,Lafayette,Mississippi,34.359415,-89.52675
28,073,Lamar,Mississippi,31.273921,-89.439932
28,075,Lauderdale,Mississippi,32.401267,-88.692876
28,077,Lawrence,Mississippi,31.553787,-90.110558
28,079,Leake,Mississippi,32.733654,-89.510973
28,081,Lee,Mississippi,34.278226,-88.703819
28,083,Leflore,Mississippi,33.513518,-90.203416
28,085,Lincoln,Mississippi,31.54927,-90.457896
28,087,Lowndes,Mississippi,33.520258,-88.389424
28,089,Madison,Mississippi,32.509875,-90.104845
28,091,Marion,Mississippi,31.245825,-89.830527
28,093,Marshall,Mississippi,34.816554,-89.544076
28,095,Monroe,Mississippi,33.926461,-88.499061
28,097,Montgomery,Mississippi,33.496327,-89.682458
28,099,Neshoba,Mississippi,32.755039,-89.120008
28,101,Newton,Mississippi,32.415269,-89.129364
28,103,Noxubee,Mississippi,33.13285,-88.549668
28,105,Oktibbeha,Mississippi,33.448413,-88.825442
28,107,Panola,Mississippi,34.345346,-89.934868
28,109,Pearl River,Mississippi,30.640759,-89.631685
28,111,Perry,Mississippi,31.262146,-88.992608
28,113,Pike,Mississippi,31.219047,-90.435044
28,115,Pontotoc,Mississippi,34.253564,-89.015136
28,117,Prentiss,Mississippi,34.632609,-88.552077
28,119,Quitman,Mississippi,34.267733,-90.26323
28,121,Rankin,Mississippi,32.281333,-90.030487
28,123,Scott,Mississippi,32.40164,-89.529579
28,125,Sharkey,Mississippi,32.921684,-90.862626
28,127,Simpson,Mississippi,31.915898,-89.855744
28,129,Smith,Mississippi,31.970107,-89.504515
28,131,Stone,Mississippi,30.806397,-89.135849
28,133,Sunflower,Mississippi,33.593307,-90.584134
28,135,Tallahatchie,Mississippi,33.984159,-90.182077
28,137,Tate,Mississippi,34.644191,-89.948269
28,139,Tippah,Mississippi,34.765765,-88.924324
28,141,Tishomingo,Mississippi,34.730586,-88.228294
28,143,Tunica,Mississippi,34.720692,-90.341396
28,145,Union,Mississippi,34.483103,-89.010519
28,147,Walthall,Mississippi,31.150842,-90.122962
28,149,Warren,Mississippi,32.324815,-90.843777
28,151,Washington,Mississippi,33.369011,-91.01078
28,153,Wayne,Mississippi,31.650518,-88.662531
28,155,Webster,Mississippi,33.582804,-89.220716
28,157,Wilkinson,Mississippi,31.123212,-91.245215
28,159,Winston,Mississippi,33.084971,-89.042025
28,161,Yalobusha,Mississippi,34.081548,-89.694995
28,163,Yazoo,Mississippi,32.829241,-90.38218
29,001,Adair,Missouri,40.195278,-92.581512
29,003,Andrew,Missouri,39.919858,-94.8166
29,005,Atchison,Missouri,40.420914,-95.436109
29,007,Audrain,Missouri,39.203899,-91.826614
29,009,Barry,Missouri,36.737459,-93.865725
29,011,Barton,Missouri,37.495949,-94.305362
29,013,Bates,Missouri,38.280773,-94.362779
29,015,Benton,Missouri,38.301006,-93.310017
29,017,Bollinger,Missouri,37.340708,-89.999696
29,019,Boone,Missouri,38.956712,-92.321624
29,021,Buchanan,Missouri,39.750709,-94.819825
29,023,Butler,Missouri,36.756985,-90.417972
29,025,Caldwell,Missouri,39.663863,-93.998899
29,027,Callaway,Missouri,38.797548,-91.997518
29,029,Camden,Missouri,38.073064,-92.746042
