FIPS,2014 RPL_THEME4,2015 RPL_THEME4,2016 RPL_THEME4,2017 RPL_THEME4,2018 RPL_THEME4,2019 RPL_THEME4,2020 RPL_THEME4
05035,83.76,84.18,84.59,84.82,85.04,83.58,82.11
05037,29.1,34.18,39.26,41.79,44.32,53.08,61.84
05039,78.35,77.55,76.76,75.48,74.21,79.58,84.95
05041,38.78,34.72,30.66,34.08,37.5,46.54,55.57
05043,97.39,86.58,75.77,85.16,94.56,96.94,99.33
05045,77.97,80.47,82.97,79.32,75.68,75.78,75.88
05047,21.33,29.32,37.31,46.13,54.95,55.19,55.44
05049,40.62,49.28,57.94,52.18,46.42,51.2,55.98
05051,90.54,90.84,91.15,87.14,83.13,88.0,92.87
05053,11.91,15.14,18.37,22.02,25.66,31.44,37.21
05055,15.41,18.66,21.9,30.16,38.43,43.08,47.74
05057,72.17,73.19,74.21,71.41,68.61,73.12,77.63
05059,44.09,47.36,50.62,67.62,84.62,83.64,82.65
05061,71.28,69.34,67.4,66.6,65.81,53.32,40.83
05063,75.99,73.86,71.73,67.5,63.26,72.08,80.9
05065,58.45,65.98,73.51,59.9,46.29,49.66,53.02
05067,86.63,88.18,89.72,80.28,70.84,53.26,35.68
05069,85.16,90.66,96.15,97.14,98.12,98.2,98.28
05071,74.4,77.55,80.71,78.48,76.25,75.73,75.21
05073,42.76,43.46,44.16,53.92,63.67,63.3,62.92
05075,61.06,62.3,63.55,59.84,56.13,60.76,65.4
05077,72.81,77.33,81.85,86.31,90.77,91.4,92.04
05079,98.47,98.28,98.09,98.41,98.73,79.57,60.41
05081,25.79,28.72,31.65,36.76,41.87,39.65,37.43
05083,47.76,44.53,41.29,44.46,47.63,44.3,40.96
05085,28.53,32.39,36.26,29.8,23.34,19.26,15.18
05087,25.15,27.44,29.74,33.83,37.92,33.65,29.38
05089,28.4,26.73,25.06,28.08,31.1,32.53,33.96
05091,96.18,92.71,89.24,93.73,98.22,98.09,97.96
05093,61.45,60.08,58.71,67.22,75.74,77.74,79.73
05095,53.61,57.83,62.05,52.24,42.44,64.14,85.84
05097,31.52,36.31,41.1,46.0,50.91,34.59,18.27
05099,74.91,78.36,81.82,82.04,82.27,75.67,69.06
05101,18.05,16.56,15.06,15.06,15.06,9.78,4.49
05103,58.96,66.32,73.67,70.91,68.16,73.98,79.79
05105,56.48,50.88,45.27,54.66,64.06,65.86,67.66
05107,71.06,73.68,76.31,56.26,36.2,41.35,46.5
05109,36.01,33.97,31.93,38.82,45.72,46.7,47.68
05111,68.23,63.39,58.55,58.2,57.85,55.63,53.41
05113,45.3,51.11,56.92,60.76,64.6,57.84,51.08
05115,82.71,82.01,81.31,77.84,74.37,68.74,63.11
05117,53.23,56.08,58.93,64.22,69.5,54.24,38.99
05119,56.26,58.55,60.84,61.97,63.1,66.77,70.43
05121,43.71,49.46,55.21,51.9,48.58,44.5,40.42
05123,98.31,97.69,97.07,98.08,99.08,98.87,98.66
05125,29.93,32.73,35.53,34.05,32.57,33.14,33.7
05127,56.77,61.91,67.05,62.18,57.31,62.9,68.49
05129,41.39,37.66,33.94,30.08,26.23,24.22,22.22
05131,57.69,63.54,69.4,69.69,69.98,67.79,65.6
05133,48.23,46.0,43.78,39.05,34.32,39.52,44.72
05135,52.05,46.41,40.78,37.21,33.65,34.2,34.75
05137,55.84,39.08,22.32,20.76,19.2,32.63,46.05
05139,68.93,67.06,65.2,57.75,50.3,50.24,50.19
05141,60.97,60.13,59.28,66.35,73.42,74.54,75.65
05143,88.44,88.33,88.22,88.24,88.25,88.08,87.91
05145,89.4,88.03,86.66,85.94,85.23,88.49,91.76
05147,78.48,78.83,79.18,63.77,48.36,55.7,63.05
05149,58.04,59.0,59.95,57.58,55.21,63.04,70.88
06001,90.67,90.9,91.12,91.36,91.6,91.35,91.09
06003,36.33,39.03,41.74,56.14,70.55,65.68,60.82
06005,32.7,37.03,41.36,58.23,75.1,83.12,91.15
06007,91.05,91.5,91.95,93.4,94.84,94.94,95.04
06009,9.33,9.15,8.98,7.64,6.3,6.51,6.72
06011,59.54,47.55,35.56,38.92,42.28,35.71,29.15
06013,48.46,49.3,50.14,49.04,47.95,48.56,49.17
06015,99.71,99.7,99.68,99.68,99.68,99.68,99.68
06017,17.73,19.32,20.92,21.51,22.09,24.76,27.43
06019,88.54,87.72,86.91,85.65,84.4,85.0,85.61
06021,71.47,73.59,75.71,62.21,48.71,53.52,58.34
06023,86.09,86.68,87.27,88.84,90.42,90.54,90.67
06025,99.17,99.0,98.82,98.76,98.69,98.71,98.73
06027,96.4,94.3,92.2,90.61,89.02,83.24,77.47
06029,91.79,91.58,91.37,91.91,92.45,92.88,93.32
06031,94.52,95.03,95.54,94.58,93.63,91.42,89.21
06033,77.14,79.46,81.79,82.74,83.7,79.42,75.14
06035,97.61,90.74,83.86,77.92,71.98,74.53,77.08
06037,88.89,89.15,89.4,89.92,90.45,90.6,90.74
06039,80.9,82.49,84.08,83.23,82.39,78.46,74.54
06041,69.75,69.83,69.91,69.88,69.85,67.98,66.1
06043,40.18,47.02,53.87,56.62,59.38,70.92,82.46
06045,93.19,92.14,91.09,88.0,84.91,87.73,90.55
06047,79.66,82.08,84.5,83.62,82.74,84.51,86.28
06049,41.32,33.6,25.88,41.78,57.69,58.57,59.45
06051,63.45,57.83,52.21,40.61,29.0,48.64,68.27
06053,84.88,83.96,83.03,83.51,83.99,83.74,83.48
06055,82.2,82.34,82.49,82.49,82.49,84.26,86.03
06057,19.1,19.8,20.5,20.63,20.76,19.29,17.82
06059,56.06,56.29,56.51,56.67,56.83,58.84,60.85
06061,20.44,19.8,19.17,19.45,19.74,18.94,18.14
06063,35.21,37.25,39.29,31.58,23.88,37.96,52.04
06065,70.36,69.34,68.32,67.32,66.32,66.9,67.47
06067,81.44,80.3,79.15,77.59,76.03,74.01,71.99
06069,19.99,20.23,20.47,20.02,19.58,17.97,16.36
06071,82.17,82.87,83.57,82.49,81.41,81.33,81.25
06073,86.53,85.84,85.16,84.64,84.11,84.96,85.81
06075,93.57,94.0,94.43,94.7,94.97,94.9,94.84
06077,84.37,83.48,82.59,81.71,80.83,79.85,78.87
06079,79.43,81.46,83.48,80.9,78.32,75.84,73.36
06081,59.38,58.14,56.89,58.66,60.43,60.48,60.53
06083,94.05,94.16,94.27,92.92,91.56,92.58,93.6
06085,67.34,68.86,70.39,71.74,73.1,75.36,77.63
06087,86.31,88.35,90.39,90.37,90.35,90.8,91.25
06089,71.86,73.53,75.2,78.35,81.5,80.7,79.89
06091,1.27,1.51,1.75,5.28,8.82,8.37,7.92
06093,80.74,77.26,73.77,70.26,66.76,64.92,63.08
06095,76.35,74.74,73.13,71.09,69.05,69.14,69.22
06097,69.15,66.11,63.07,63.9,64.72,65.57,66.42
06099,63.71,63.48,63.26,61.84,60.43,58.65,56.87
06101,62.66,64.16,65.65,66.1,66.54,64.73,62.92
06103,73.96,76.92,79.88,82.22,84.56,81.4,78.23
06105,47.02,51.9,56.77,59.92,63.07,71.89,80.71
06107,65.55,62.94,60.33,62.02,63.71,62.09,60.47
06109,66.44,71.09,75.74,71.33,66.92,70.1,73.27
06111,54.6,54.54,54.47,54.78,55.08,56.95,58.82
06113,94.11,94.72,95.32,95.26,95.19,95.76,96.34
06115,88.41,87.78,87.14,88.96,90.77,89.61,88.45
08001,57.56,58.39,59.22,57.23,55.24,54.07,52.9
08003,98.76,99.32,99.87,99.65,99.43,99.59,99.75
08005,38.17,38.25,38.33,37.23,36.13,36.44,36.76
08007,22.86,28.27,33.68,33.9,34.13,29.4,24.67
08009,15.73,22.52,29.32,34.36,39.41,42.08,44.75
08011,57.05,65.71,74.37,77.57,80.77,76.6,72.44
08013,58.48,59.39,60.3,58.52,56.73,56.14,55.54
08014,15.03,14.87,14.71,14.65,14.58,12.22,9.87
08015,22.83,22.28,21.74,35.28,48.81,68.03,87.24
08017,4.36,5.04,5.73,5.98,6.24,5.03,3.82
08019,14.36,15.48,16.59,15.32,14.04,13.92,13.81
08021,48.01,46.54,45.08,52.06,59.03,61.24,63.46
08023,25.44,26.09,26.74,36.65,46.55,36.84,27.12
08025,47.44,57.32,67.21,76.0,84.78,76.98,69.19
08027,9.68,8.12,6.56,5.52,4.49,3.34,2.2
08029,56.13,64.87,73.61,69.13,64.66,57.14,49.62
08031,89.14,88.44,87.74,87.46,87.17,86.25,85.33
08033,13.34,14.82,16.3,10.38,4.46,2.86,1.27
08035,1.88,2.14,2.39,3.08,3.76,4.57,5.38
08037,31.39,31.01,30.63,31.62,32.6,35.27,37.94
08039,1.31,1.2,1.08,0.72,0.35,0.27,0.19
08041,57.78,55.92,54.06,55.94,57.82,57.25,56.68
08043,51.89,59.74,67.59,68.97,70.36,75.37,80.39
08045,63.83,65.17,66.51,62.83,59.15,60.29,61.43
08047,22.54,23.04,23.53,19.26,15.0,14.82,14.64
08049,45.62,49.34,53.07,47.06,41.04,46.48,51.91
08051,75.14,76.67,78.19,65.72,53.26,59.11,64.96
08053,3.98,4.81,5.64,4.8,3.95,2.18,0.41
08055,71.67,62.62,53.58,61.11,68.64,47.26,25.88
08057,27.98,14.4,0.83,0.93,1.02,2.48,3.95
08059,21.24,20.14,19.04,19.45,19.87,20.47,21.07
08061,32.44,39.51,46.58,33.72,20.85,16.12,11.39
08063,58.64,49.17,39.7,39.92,40.15,50.42,60.69
08065,71.0,74.46,77.91,70.71,63.51,56.68,49.84
08067,56.86,58.71,60.55,64.42,68.29,67.01,65.72
08069,41.07,40.22,39.38,37.44,35.5,34.32,33.13
08071,68.67,64.52,60.36,71.93,83.51,73.44,63.37
08073,62.56,63.8,65.04,61.7,58.36,69.46,80.55
08075,96.43,86.88,77.33,86.84,96.34,95.36,94.37
08077,67.14,62.97,58.8,59.24,59.69,62.45,65.21
08079,4.23,3.53,2.83,2.5,2.16,1.8,1.43
08081,46.23,50.48,54.73,64.01,73.29,70.88,68.46
08083,37.95,31.46,24.96,26.71,28.46,26.95,25.43
08085,59.03,62.29,65.55,64.96,64.37,45.1,25.84
08087,93.92,87.24,80.55,74.32,68.1,74.01,79.92
08089,82.68,75.09,67.49,65.09,62.69,65.56,68.43
08091,0.73,1.19,1.66,2.1,2.55,1.52,0.48
08093,0.03,0.12,0.22,0.19,0.16,0.22,0.29
08095,69.66,57.15,44.64,39.82,34.99,28.35,21.71
08097,24.13,25.49,26.84,26.46,26.07,28.72,31.38
08099,79.37,78.13,76.89,75.28,73.67,84.86,96.05
08101,73.35,76.39,79.43,79.4,79.37,80.9,82.43
08103,90.8,83.86,76.92,71.21,65.49,61.64,57.8
08105,93.31,93.86,94.4,93.58,92.77,86.79,80.81
08107,24.2,33.22,42.25,43.86,45.46,38.9,32.34
08109,26.01,30.37,34.73,45.88,57.02,39.0,20.97
08111,25.41,16.73,8.05,27.25,46.45,38.1,29.76
08113,40.46,38.92,37.38,32.07,26.77,28.46,30.14
08115,17.54,35.44,53.33,57.48,61.64,52.42,43.19
08117,28.75,32.41,36.07,36.46,36.84,39.29,41.73
08119,4.71,5.49,6.27,6.89,7.51,9.12,10.73
08121,18.69,30.82,42.95,40.07,37.19,45.14,53.09
08123,65.65,62.58,59.5,56.14,52.79,53.75,54.71
08125,13.82,26.34,38.87,45.86,52.85,40.22,27.59
09001,72.33,71.6,70.87,70.74,70.61,70.71,70.81
09003,79.21,78.54,77.87,75.78,73.7,74.13,74.57
09005,12.73,14.69,16.65,16.19,15.73,15.82,15.91
09007,29.29,30.8,32.31,33.57,34.83,33.22,31.6
09009,81.31,79.54,77.78,78.94,80.1,81.44,82.78
09011,61.89,59.04,56.19,55.08,53.96,53.38,52.8
09013,27.6,29.71,31.81,33.21,34.61,38.55,42.49
09015,59.95,57.54,55.14,54.71,54.28,48.28,42.27
10001,76.7,80.32,83.95,83.84,83.73,84.04,84.34
10003,65.36,63.37,61.38,58.5,55.62,56.36,57.1
10005,49.47,49.7,49.92,46.2,42.47,41.73,40.99
11001,96.53,96.7,96.88,97.14,97.39,97.32,97.26
12001,93.79,93.4,93.0,91.18,89.37,91.7,94.02
12003,73.7,71.14,68.58,67.27,65.97,60.51,55.06
12005,77.52,75.12,72.72,72.08,71.44,73.85,76.26
12007,99.4,98.92,98.44,98.86,99.27,98.6,97.93
12009,35.59,36.04,36.49,35.69,34.89,32.98,31.06
12011,64.79,65.36,65.93,66.16,66.38,66.26,66.14
12013,94.97,94.89,94.81,92.54,90.26,89.16,88.06
12015,43.01,45.67,48.33,51.52,54.7,54.58,54.46
12017,34.61,44.51,54.41,53.72,53.04,40.46,27.88
12019,22.92,23.49,24.07,23.06,22.06,21.32,20.59
12021,66.83,64.7,62.56,61.73,60.9,60.08,59.26
12023,97.8,97.8,97.8,97.53,97.26,96.21,95.16
12027,99.04,99.22,99.4,97.92,96.43,95.49,94.56
12029,73.0,84.7,96.4,97.72,99.04,98.6,98.15
12031,75.87,77.81,79.75,81.28,82.81,81.49,80.17
12033,77.91,71.9,65.9,67.43,68.96,74.36,79.76
12035,13.5,14.18,14.87,12.53,10.19,7.68,5.16
12037,93.7,90.46,87.23,87.52,87.81,90.04,92.27
12039,98.57,98.54,98.5,98.46,98.41,98.25,98.09
12041,77.81,71.04,64.28,58.71,53.14,71.6,90.07
12043,69.5,78.06,86.63,80.21,73.8,77.14,80.49
12045,87.84,70.12,52.4,47.96,43.52,58.54,73.55
12047,92.84,95.2,97.55,98.06,98.57,98.87,99.17
12049,99.65,99.72,99.78,99.64,99.49,97.38,95.26
12051,98.09,98.56,99.04,98.98,98.92,98.46,97.99
12053,28.14,26.72,25.31,23.3,21.3,25.13,28.96
12055,84.81,83.06,81.31,80.66,80.01,72.04,64.07
12057,82.27,83.48,84.69,82.84,80.99,79.19,77.4
12059,72.52,78.22,83.92,87.58,91.24,80.87,70.5
12061,33.49,36.4,39.32,36.68,34.03,31.44,28.84
12063,95.1,95.88,96.66,97.25,97.84,95.46,93.09
12065,82.43,75.41,68.39,59.09,49.79,56.69,63.59
12067,84.11,91.82,99.52,99.64,99.75,93.08,86.41
12069,69.91,69.58,69.25,63.9,58.55,52.7,46.85
12071,66.35,66.46,66.57,63.8,61.03,62.6,64.16
12073,92.14,90.9,89.65,87.31,84.97,88.27,91.57
12075,74.82,68.76,62.69,54.79,46.9,43.71,40.52
12077,89.05,88.18,87.3,81.18,75.07,71.86,68.65
12079,99.55,99.58,99.62,99.66,99.71,99.15,98.6
12081,74.31,73.28,72.24,68.68,65.11,62.64,60.18
12083,76.54,70.76,64.98,63.9,62.81,68.77,74.73
12085,57.56,60.09,62.62,65.87,69.12,63.13,57.13
12086,90.29,90.26,90.23,90.06,89.88,90.15,90.42
12087,98.19,97.95,97.71,97.74,97.77,97.74,97.71
12089,23.53,28.96,34.38,32.34,30.31,29.19,28.07
12091,56.99,57.45,57.91,60.52,63.13,59.75,56.37
12093,88.03,87.42,86.82,86.93,87.04,88.2,89.37
12095,76.85,79.16,81.47,80.09,78.7,77.51,76.32
12097,62.81,61.72,60.62,57.82,55.01,55.32,55.63
12099,62.69,64.2,65.71,65.28,64.85,65.88,66.9
12101,66.89,68.32,69.75,67.88,66.0,62.0,57.99
12103,78.41,78.94,79.47,80.3,81.12,82.78,84.44
12105,96.05,95.13,94.21,92.17,90.13,89.51,88.89
12107,91.82,90.24,88.67,89.66,90.64,89.56,88.48
12109,19.8,18.0,16.21,13.72,11.24,12.05,12.86
12111,50.97,52.31,53.65,51.53,49.41,46.03,42.65
12113,49.79,51.64,53.49,47.87,42.25,43.6,44.94
12115,42.98,41.42,39.86,41.28,42.69,43.46,44.24
12117,8.88,10.34,11.81,15.16,18.5,21.47,24.44
12119,39.45,34.12,28.78,29.91,31.04,34.1,37.17
12121,93.98,92.86,91.75,92.44,93.12,95.1,97.07
12123,79.34,86.04,92.74,95.44,98.15,98.2,98.25
12125,96.56,96.86,97.17,91.76,86.34,91.53,96.72
12127,66.92,63.58,60.24,56.14,52.05,52.22,52.39
12129,57.85,63.66,69.47,63.9,58.33,55.55,52.77
12131,91.75,93.86,95.96,95.49,95.03,88.98,82.94
12133,84.18,83.44,82.71,84.1,85.48,74.71,63.94
13001,73.61,80.28,86.95,88.18,89.4,86.71,84.02
13003,76.73,66.53,56.32,63.37,70.42,60.85,51.27
13005,72.02,72.24,72.46,77.25,82.04,87.62,93.19
13007,62.94,59.39,55.84,58.26,60.68,47.52,34.37
13009,96.98,96.53,96.08,95.51,94.94,92.84,90.74
13011,29.39,26.78,24.16,24.45,24.74,21.68,18.62
13013,6.18,6.42,6.65,5.86,5.06,6.28,7.51
13015,42.95,41.38,39.8,41.09,42.38,37.68,32.97
13017,68.45,67.9,67.34,64.94,62.53,74.61,86.7
13019,55.78,48.17,40.56,44.72,48.87,37.8,26.73
13021,83.79,85.56,87.33,86.92,86.5,85.62,84.75
13023,59.69,69.46,79.24,70.24,61.25,59.49,57.73
13025,11.37,17.5,23.62,24.26,24.9,18.92,12.95
13027,55.87,58.32,60.78,60.88,60.97,63.17,65.37
13029,5.44,10.12,14.8,12.1,9.39,9.63,9.87
13031,96.75,95.22,93.7,94.77,95.83,94.14,92.46
13033,75.23,62.91,50.59,58.36,66.13,63.84,61.55
13035,53.3,60.03,66.76,74.97,83.19,65.72,48.25
13037,89.37,86.96,84.56,91.45,98.34,95.56,92.78
13039,55.05,60.14,65.23,66.73,68.23,63.27,58.31
13043,92.93,90.05,87.17,90.62,94.08,94.58,95.07
13045,78.92,78.24,77.55,70.13,62.72,56.18,49.65
13047,8.66,8.69,8.72,7.75,6.78,17.54,28.29
13049,74.94,70.88,66.83,71.1,75.36,84.15,92.93
13051,78.76,81.5,84.24,83.16,82.08,80.22,78.36
13053,81.88,84.24,86.6,87.74,88.89,91.15,93.41
13055,94.36,93.56,92.77,94.73,96.69,96.61,96.53
13057,13.72,14.5,15.28,12.42,9.55,8.39,7.22
13059,89.97,92.26,94.56,95.04,95.51,93.87,92.23
13061,90.61,83.73,76.85,76.46,76.06,73.84,71.61
13063,73.58,74.44,75.29,76.38,77.46,78.85,80.24
13065,75.64,78.29,80.93,88.65,96.37,97.72,99.08
13067,23.97,23.4,22.83,22.74,22.64,22.4,22.15
13069,97.45,95.7,93.95,94.28,94.62,96.24,97.87
13071,99.24,98.96,98.69,96.8,94.91,91.44,87.97
13073,2.58,3.31,4.04,3.8,3.57,3.52,3.47
13075,45.14,45.94,46.74,49.16,51.58,60.14,68.71
13077,7.51,8.86,10.22,11.2,12.19,12.28,12.38
13079,53.93,53.54,53.14,53.72,54.31,48.22,42.14
13081,93.09,93.78,94.46,94.6,94.75,91.09,87.43
13083,54.73,65.87,77.01,84.1,91.18,89.59,88.0
13085,5.35,3.79,2.23,5.65,9.07,11.3,13.53
13087,98.6,98.74,98.89,98.48,98.06,97.0,95.93
13089,79.85,78.21,76.57,74.32,72.08,71.82,71.55
13091,93.31,95.89,98.47,97.24,96.02,91.77,87.52
13093,95.29,95.94,96.59,91.93,87.27,91.96,96.66
13095,91.12,90.66,90.19,91.12,92.04,85.77,79.5
13097,25.21,22.73,20.25,21.46,22.67,25.24,27.82
13099,88.22,86.22,84.21,82.3,80.39,80.61,80.84
13101,70.74,63.5,56.26,46.07,35.88,28.98,22.09
13103,31.77,27.85,23.94,21.51,19.07,16.17,13.27
13105,66.03,61.81,57.59,54.96,52.34,68.02,83.7
13107,95.45,94.51,93.57,90.64,87.71,90.38,93.06
13109,95.19,95.27,95.35,91.98,88.6,86.12,83.64
13111,6.27,5.74,5.22,7.71,10.19,14.56,18.94
13113,4.08,3.79,3.5,2.66,1.81,2.76,3.72
13115,90.07,90.04,90.0,91.94,93.89,95.32,96.75
