FIPS,2014 RPL_THEME3,2015 RPL_THEME3,2016 RPL_THEME3,2017 RPL_THEME3,2018 RPL_THEME3,2019 RPL_THEME3,2020 RPL_THEME3
13101,91.18,91.61,92.04,88.11,84.18,82.18,80.17
13103,39.26,43.7,48.14,50.96,53.77,56.5,59.23
13105,79.18,79.1,79.02,79.42,79.82,77.78,75.75
13107,83.35,82.89,82.43,80.66,78.89,79.53,80.17
13109,91.02,90.0,88.98,90.0,91.02,86.94,82.85
13111,33.56,33.62,33.68,31.72,29.77,21.52,13.27
13113,74.53,74.72,74.91,75.7,76.5,77.7,78.9
13115,80.99,81.15,81.31,80.97,80.64,74.24,67.85
13117,77.75,77.73,77.71,78.08,78.45,73.47,68.49
13119,56.22,58.54,60.87,61.57,62.27,56.04,49.81
13121,92.61,92.02,91.44,90.56,89.68,91.18,92.68
13123,67.46,68.49,69.53,70.01,70.49,57.22,43.95
13125,17.35,25.24,33.14,35.64,38.14,39.18,40.23
13127,84.88,83.18,81.47,80.27,79.08,77.33,75.59
13129,81.12,80.77,80.42,80.96,81.5,70.28,59.07
13131,90.0,89.73,89.46,89.65,89.84,85.39,80.94
13133,78.48,83.81,89.14,82.33,75.52,78.35,81.19
13135,96.75,96.86,96.98,97.08,97.17,95.72,94.27
13137,77.97,78.88,79.78,80.45,81.12,70.86,60.6
13139,92.23,92.29,92.36,92.36,92.36,85.7,79.03
13141,68.8,70.99,73.19,65.92,58.64,78.19,97.74
13143,29.77,27.4,25.02,26.79,28.56,29.7,30.84
13145,49.67,47.3,44.92,38.58,32.25,46.3,60.34
13147,56.73,60.61,64.5,63.07,61.64,62.17,62.7
13149,25.02,26.04,27.06,38.64,50.21,48.13,46.05
13151,82.52,83.86,85.2,84.42,83.64,87.82,92.01
13153,80.77,80.54,80.32,79.56,78.8,81.19,83.58
13155,54.82,55.03,55.24,58.39,61.54,66.88,72.22
13157,68.55,69.0,69.44,68.64,67.84,60.83,53.82
13159,71.95,67.58,63.2,60.4,57.59,60.34,63.08
13161,81.53,81.5,81.47,80.19,78.92,72.91,66.9
13163,65.43,63.46,61.48,67.82,74.15,82.82,91.5
13165,81.63,79.24,76.85,83.19,89.53,86.76,83.99
13167,39.96,40.16,40.37,41.1,41.83,59.46,77.08
13169,36.71,35.74,34.77,33.42,32.06,49.68,67.31
13171,41.13,41.88,42.63,41.48,40.34,56.88,73.42
13173,60.81,59.41,58.01,48.09,38.17,54.3,70.43
13175,70.9,67.32,63.74,56.54,49.35,65.8,82.24
13177,59.92,61.43,62.94,51.54,40.15,53.52,66.9
13179,77.81,81.9,85.99,86.23,86.47,89.92,93.38
13181,35.47,43.54,51.61,50.36,49.12,60.62,72.12
13183,86.72,84.3,81.88,84.0,86.12,84.1,82.08
13185,78.06,79.13,80.2,77.74,75.29,80.56,85.84
13187,53.01,51.72,50.43,49.66,48.9,39.87,30.84
13189,70.11,71.38,72.65,71.5,70.36,78.07,85.77
13191,52.47,51.26,50.05,48.66,47.28,62.18,77.08
13193,87.74,86.18,84.62,79.16,73.7,84.82,95.93
13195,60.14,61.65,63.16,62.88,62.59,58.62,54.65
13197,89.3,86.1,82.9,86.02,89.14,84.76,80.39
13199,55.87,53.24,50.62,48.01,45.4,63.98,82.56
13201,47.82,40.2,32.57,33.22,33.87,52.47,71.07
13205,76.19,81.06,85.93,85.45,84.97,87.17,89.37
13207,48.01,50.51,53.01,54.67,56.32,60.72,65.12
13209,78.13,81.28,84.43,84.97,85.51,79.46,73.42
13211,64.88,64.77,64.66,66.32,67.97,66.62,65.28
13213,71.98,71.24,70.49,71.65,72.81,62.54,52.26
13215,86.88,86.58,86.28,84.82,83.35,87.87,92.39
13217,84.08,81.66,79.24,77.19,75.14,82.43,89.72
13219,55.75,58.42,61.1,59.48,57.85,53.2,48.54
13221,65.68,67.33,68.99,71.26,73.54,67.61,61.68
13223,61.99,62.07,62.15,60.57,58.99,64.18,69.38
13225,85.45,86.08,86.72,87.23,87.74,88.62,89.5
13227,31.81,29.42,27.03,28.72,30.4,37.18,43.95
13229,68.19,65.42,62.66,57.06,51.45,49.61,47.77
13231,25.6,25.47,25.34,24.29,23.24,32.18,41.12
13233,83.54,83.57,83.6,83.04,82.49,74.15,65.82
13235,63.93,61.11,58.29,48.88,39.48,60.5,81.51
13237,84.78,85.84,86.91,81.32,75.74,74.37,73.01
13239,44.25,43.74,43.23,60.58,77.94,84.72,91.5
13241,61.45,60.36,59.28,57.99,56.7,47.32,37.94
13243,46.7,46.8,46.9,47.7,48.49,72.08,95.67
13245,75.36,75.09,74.82,75.33,75.84,85.34,94.84
13247,93.16,93.16,93.16,92.5,91.85,94.11,96.37
13249,58.39,61.52,64.66,59.1,53.55,63.57,73.58
13251,59.09,58.31,57.53,60.41,63.29,74.07,84.85
13253,55.71,51.22,46.74,54.82,62.91,70.36,77.82
13255,77.11,71.09,65.07,61.19,57.31,69.36,81.41
13257,51.67,52.12,52.56,52.74,52.91,52.5,52.1
13259,99.17,99.14,99.11,99.1,99.08,98.54,97.99
13261,80.93,81.74,82.55,84.13,85.71,89.28,92.84
13263,75.26,75.48,75.71,69.85,63.99,78.13,92.27
13265,44.73,46.2,47.66,48.25,48.84,71.47,94.11
13267,83.99,84.37,84.75,84.75,84.75,83.35,81.95
13269,42.38,46.66,50.94,50.26,49.57,65.62,81.67
13271,94.62,94.72,94.81,95.24,95.67,91.93,88.19
13273,53.45,52.08,50.72,51.36,51.99,73.16,94.33
13275,72.94,73.37,73.8,73.59,73.38,77.49,81.6
13277,85.67,77.7,69.72,72.16,74.59,79.4,84.21
13279,88.28,88.02,87.77,86.44,85.1,82.42,79.73
13281,29.67,29.42,29.16,16.83,4.49,10.52,16.55
13283,67.72,67.06,66.41,74.52,82.62,76.06,69.51
13285,77.46,77.81,78.16,76.96,75.77,79.53,83.29
13287,83.38,85.07,86.76,79.88,73.0,79.34,85.68
13289,40.78,42.37,43.97,42.98,41.99,63.22,84.44
13291,29.83,29.75,29.67,32.72,35.78,26.16,16.55
13293,58.74,58.55,58.36,58.74,59.12,65.31,71.51
13295,22.25,24.14,26.04,27.3,28.56,29.51,30.46
13297,64.92,58.04,51.16,53.84,56.51,60.13,63.75
13299,79.21,78.66,78.1,61.88,45.65,60.98,76.32
13301,46.1,61.1,76.09,72.57,69.05,81.4,93.76
13303,73.73,71.95,70.17,71.98,73.8,82.62,91.44
13305,76.79,74.83,72.87,73.68,74.5,70.62,66.74
13307,81.57,79.88,78.19,82.2,86.21,86.04,85.87
13309,54.66,57.41,60.17,55.41,50.65,66.97,83.29
13311,22.38,31.39,40.4,39.11,37.82,30.59,23.36
13313,92.84,92.94,93.03,93.22,93.41,87.18,80.94
13315,66.67,68.42,70.17,76.25,82.33,81.36,80.39
13317,77.62,80.96,84.3,86.26,88.22,87.6,86.98
13319,58.17,57.88,57.59,59.76,61.92,72.08,82.24
13321,56.42,58.39,60.36,57.86,55.36,63.43,71.51
15001,92.17,92.07,91.98,92.93,93.89,95.16,96.44
15003,97.52,97.55,97.58,97.55,97.52,97.98,98.44
15005,96.98,96.9,96.82,95.52,94.21,96.61,99.01
15007,94.21,94.52,94.84,94.94,95.03,95.83,96.63
15009,94.21,94.21,94.21,94.46,94.72,95.61,96.5
16001,58.71,58.39,58.07,58.4,58.74,53.16,47.58
16003,7.51,13.4,19.29,16.28,13.28,19.71,26.13
16005,42.34,42.12,41.9,44.05,46.2,48.13,50.06
16007,24.9,26.95,29.0,24.36,19.71,20.6,21.48
16009,25.85,25.93,26.01,29.83,33.65,40.11,46.56
16011,81.34,80.99,80.64,79.91,79.18,71.46,63.75
16013,81.38,81.76,82.14,83.32,84.5,73.94,63.37
16015,18.62,16.52,14.42,13.23,12.03,22.1,32.18
16017,16.27,13.45,10.63,13.2,15.76,19.26,22.76
16019,64.28,64.28,64.28,64.39,64.5,57.66,50.83
16021,29.45,32.73,36.01,37.52,39.03,36.29,33.55
16023,36.42,28.3,20.18,10.55,0.92,3.4,5.89
16025,76.12,64.08,52.05,39.83,27.6,19.44,11.27
16027,84.21,83.67,83.13,83.88,84.62,76.44,68.27
16029,47.28,45.88,44.48,44.36,44.25,36.02,27.78
16031,87.23,87.32,87.42,87.28,87.14,78.61,70.08
16033,95.19,95.8,96.4,96.94,97.48,90.74,83.99
16035,27.57,20.8,14.04,13.56,13.09,22.64,32.18
16037,33.08,33.94,34.8,40.15,45.5,45.3,45.1
16039,81.06,81.17,81.28,80.68,80.07,72.84,65.6
16041,50.53,48.32,46.1,38.73,31.36,31.28,31.19
16043,72.17,70.06,67.94,68.2,68.45,56.78,45.1
16045,54.22,52.24,50.27,51.6,52.94,46.58,40.23
16047,87.84,88.48,89.11,88.73,88.35,79.8,71.26
16049,18.94,30.15,41.36,42.06,42.76,36.21,29.66
16051,64.41,63.39,62.37,63.3,64.22,53.0,41.79
16053,91.72,91.82,91.91,92.26,92.61,85.58,78.55
16055,29.51,25.07,20.63,23.24,25.85,30.36,34.88
16057,37.34,37.09,36.84,30.64,24.45,31.76,39.08
16059,23.21,18.98,14.74,17.76,20.79,19.66,18.52
16061,45.59,42.48,39.38,42.48,45.59,48.85,52.1
16063,89.33,89.38,89.43,89.35,89.27,81.1,72.92
16065,46.48,41.86,37.25,34.94,32.63,34.99,37.36
16067,91.47,91.58,91.69,91.79,91.88,84.58,77.28
16069,23.94,26.44,28.94,31.82,34.7,38.24,41.79
16071,37.28,41.88,46.48,48.6,50.72,36.1,21.48
16073,88.6,88.7,88.79,88.68,88.57,79.22,69.86
16075,74.34,73.97,73.61,74.78,75.96,67.44,58.91
16077,90.51,90.6,90.7,90.27,89.84,83.83,77.82
16079,24.61,19.92,15.22,29.46,43.71,36.13,28.55
16081,78.99,77.64,76.28,70.66,65.04,59.22,53.41
16083,76.85,75.96,75.07,74.82,74.56,66.36,58.15
16085,30.09,15.34,0.6,0.76,0.92,8.03,15.15
16087,77.3,76.82,76.35,77.32,78.29,67.34,56.4
17001,25.57,23.91,22.25,20.8,19.36,23.57,27.78
17003,45.3,46.94,48.58,45.34,42.09,59.26,76.42
17005,34.22,30.74,27.25,26.66,26.07,32.57,39.08
17007,82.43,82.03,81.63,81.7,81.76,73.39,65.02
17009,48.71,50.32,51.93,54.76,57.59,60.56,63.53
17011,47.02,48.9,50.78,52.66,54.54,47.38,40.23
17013,1.62,1.1,0.57,0.81,1.05,2.24,3.44
17015,36.99,36.21,35.43,29.9,24.36,22.65,20.94
17017,81.6,82.23,82.87,83.4,83.92,73.12,62.32
17019,77.81,77.58,77.36,78.19,79.02,75.57,72.12
17021,6.84,7.53,8.21,9.18,10.16,9.62,9.07
17023,2.26,5.22,8.18,7.22,6.27,4.25,2.23
17025,3.76,13.12,22.48,27.67,32.86,18.56,4.26
17027,27.19,27.36,27.54,25.9,24.26,26.4,28.55
17029,25.12,30.35,35.59,33.73,31.87,30.94,30.01
17031,96.4,96.35,96.31,96.24,96.18,93.89,91.6
17033,36.17,39.0,41.83,45.11,48.39,38.83,29.28
17035,25.15,13.02,0.89,1.97,3.06,2.72,2.39
17037,74.18,71.95,69.72,69.18,68.64,64.74,60.85
17039,19.93,21.78,23.62,23.44,23.27,17.94,12.6
17041,55.62,54.46,53.3,51.24,49.19,40.68,32.18
17043,85.51,85.5,85.48,85.37,85.26,78.82,72.37
17045,10.38,11.02,11.65,14.08,16.52,9.1,1.69
17047,4.2,5.48,6.75,10.2,13.66,8.02,2.39
17049,13.24,15.46,17.67,22.62,27.57,16.73,5.89
17051,21.49,26.36,31.23,29.0,26.77,25.43,24.09
17053,12.73,14.54,16.36,17.66,18.97,19.96,20.94
17055,13.85,11.9,9.96,7.02,4.08,4.99,5.89
17057,39.0,41.6,44.19,42.52,40.85,33.71,26.58
17059,3.79,7.53,11.27,11.78,12.29,9.36,6.43
17061,4.93,3.8,2.67,2.07,1.46,2.24,3.02
17063,52.15,48.76,45.37,47.87,50.37,47.16,43.95
17065,14.36,7.82,1.27,4.14,7.0,6.03,5.06
17067,7.2,7.4,7.61,7.31,7.0,6.24,5.47
17069,8.53,8.62,8.72,6.6,4.49,4.17,3.85
17071,4.65,5.44,6.24,5.03,3.82,5.12,6.43
17073,38.94,41.49,44.03,42.68,41.32,36.6,31.89
17075,46.61,48.38,50.14,49.89,49.63,41.59,33.55
17077,63.42,61.03,58.64,59.36,60.08,61.8,63.53
17079,22.6,12.08,1.56,10.7,19.83,10.34,0.86
17081,35.88,34.13,32.38,32.46,32.54,39.3,46.05
17083,6.49,10.79,15.09,18.86,22.64,14.53,6.43
17085,13.24,16.01,18.78,22.55,26.33,19.07,11.81
17087,23.27,23.89,24.51,23.49,22.48,33.46,44.43
17089,93.28,93.32,93.35,93.22,93.09,87.66,82.24
17091,73.51,72.89,72.27,71.33,70.39,68.34,66.3
17093,77.3,79.37,81.44,81.92,82.39,76.33,70.27
17095,49.16,48.61,48.07,45.82,43.58,47.36,51.15
17097,89.46,89.59,89.72,89.6,89.49,84.02,78.55
17099,52.12,53.42,54.73,54.76,54.79,50.26,45.74
17101,68.93,67.94,66.95,57.59,48.23,47.4,46.56
17103,43.11,46.7,50.3,47.77,45.24,44.32,43.41
17105,32.51,34.38,36.26,32.1,27.95,31.74,35.52
17107,37.47,36.75,36.04,31.84,27.63,35.32,43.0
17109,31.17,33.62,36.07,36.36,36.64,37.99,39.34
17111,71.73,71.02,70.3,71.16,72.02,63.2,54.39
17113,56.0,57.84,59.69,58.94,58.2,57.2,56.21
17115,49.63,46.0,42.38,42.01,41.64,51.55,61.46
17117,10.19,10.11,10.03,8.66,7.29,6.38,5.47
17119,34.7,34.34,33.97,35.54,37.12,41.97,46.82
17121,25.31,28.5,31.68,29.94,28.21,29.34,30.46
17123,27.03,22.14,17.26,14.18,11.11,12.78,14.45
17125,5.32,4.31,3.31,2.31,1.31,2.08,2.86
17127,31.74,31.11,30.47,27.78,25.09,32.22,39.34
17129,1.75,1.83,1.91,1.96,2.01,4.52,7.03
17131,11.05,7.82,4.58,5.01,5.44,7.26,9.07
17133,3.22,3.79,4.36,11.0,17.64,10.33,3.02
17135,20.92,20.06,19.2,21.32,23.43,22.46,21.48
17137,34.61,35.14,35.66,34.14,32.63,35.54,38.45
17139,4.74,8.42,12.1,12.54,12.99,7.69,2.39
17141,57.59,59.73,61.86,63.14,64.41,53.91,43.41
17143,67.94,67.8,67.65,70.26,72.87,71.08,69.29
17145,40.4,32.75,25.09,24.66,24.23,33.95,43.67
17147,2.16,2.59,3.02,3.3,3.57,4.08,4.58
17149,12.93,9.49,6.05,7.08,8.12,7.28,6.43
17151,9.42,10.73,12.03,12.22,12.42,23.32,34.21
17153,46.8,48.31,49.82,47.64,45.46,60.38,75.3
17155,21.97,32.02,42.06,42.9,43.74,34.94,26.13
17157,33.65,32.09,30.53,33.97,37.41,41.98,46.56
17159,7.77,6.24,4.71,12.86,21.01,15.84,10.66
17161,78.32,79.16,80.01,79.87,79.72,73.13,66.55
17163,61.06,61.62,62.18,63.78,65.39,71.82,78.26
17165,31.45,36.0,40.56,38.71,36.87,31.94,27.02
17167,43.46,43.68,43.9,43.12,42.34,48.76,55.19
17169,24.36,23.78,23.21,36.68,50.14,35.81,21.48
17171,8.37,8.2,8.02,6.94,5.86,4.12,2.39
17173,3.47,3.17,2.87,2.6,2.32,1.68,1.05
17175,6.4,5.38,4.36,4.33,4.3,8.06,11.81
17177,40.02,39.39,38.75,37.46,36.17,44.14,52.1
17179,15.38,15.08,14.77,16.33,17.89,17.22,16.55
17181,40.27,36.69,33.11,32.49,31.87,30.57,29.28
17183,52.21,52.6,52.98,53.44,53.9,55.88,57.86
17185,15.63,19.6,23.56,25.64,27.73,21.09,14.45
17187,67.56,68.26,68.96,66.55,64.15,57.1,50.06
17189,16.87,15.47,14.07,14.4,14.74,9.5,4.26
17191,8.76,14.74,20.73,23.65,26.58,15.01,3.44
17193,6.84,13.15,19.45,16.72,13.98,8.71,3.44
17195,49.92,49.82,49.73,52.15,54.57,51.17,47.77
17197,85.93,85.92,85.9,86.0,86.09,81.16,76.23
17199,36.64,33.97,31.3,35.66,40.02,37.11,34.21
17201,80.83,80.29,79.75,79.78,79.82,75.12,70.43
17203,7.48,6.36,5.25,5.08,4.9,5.96,7.03
18001,48.46,46.43,44.41,41.53,38.65,28.84,19.03
18003,74.88,75.79,76.7,76.36,76.03,70.24,64.45
18005,63.61,64.72,65.84,66.08,66.32,60.14,53.95
18007,39.61,37.67,35.72,30.72,25.72,24.76,23.81
18009,13.37,16.49,19.61,11.95,4.3,5.66,7.03
18011,26.3,31.71,37.12,38.79,40.46,36.49,32.53
18013,8.12,9.6,11.08,13.6,16.11,11.57,7.03
18015,41.83,38.98,36.13,32.14,28.14,22.96,17.79
18017,77.91,78.13,78.35,78.89,79.43,67.91,56.4
18019,52.98,51.72,50.46,51.24,52.02,51.58,51.15
18021,4.33,8.23,12.13,15.08,18.02,11.96,5.89
18023,73.45,73.58,73.7,74.45,75.2,63.65,52.1
18025,5.0,5.27,5.54,6.27,7.0,6.03,5.06
18027,38.36,38.36,38.36,43.41,48.46,41.21,33.96
18029,4.52,4.61,4.71,4.14,3.57,3.5,3.44
18031,11.56,15.26,18.97,16.95,14.93,13.1,11.27
18033,18.31,17.21,16.11,15.12,14.14,11.39,8.63
18035,35.63,35.4,35.18,34.94,34.7,38.4,42.11
18037,55.84,54.62,53.39,51.6,49.82,41.0,32.18
18039,81.25,81.16,81.06,80.92,80.77,71.92,63.08
18041,11.4,9.98,8.56,10.42,12.29,13.37,14.45
18043,48.77,48.12,47.47,40.39,33.3,36.32,39.34
18045,21.78,22.9,24.01,22.51,21.01,14.56,8.12
18047,3.95,3.02,2.1,7.05,12.0,7.0,2.01
18049,40.59,41.27,41.96,41.39,40.82,33.7,26.58
18051,20.63,19.62,18.62,15.9,13.18,17.06,20.94
18053,44.89,38.27,31.65,28.53,25.41,35.98,46.56
18055,4.46,6.13,7.8,14.23,20.66,12.26,3.85
18057,54.5,54.93,55.36,55.24,55.11,52.58,50.06
18059,25.66,22.19,18.72,22.08,25.44,25.26,25.08
18061,9.49,8.3,7.1,8.22,9.33,8.98,8.63
18063,44.51,45.74,46.96,50.5,54.03,51.76,49.49
18065,19.52,17.62,15.73,13.15,10.57,14.54,18.52
18067,46.16,44.17,42.18,41.32,40.46,43.64,46.82
18069,13.05,12.64,12.23,13.39,14.55,13.57,12.6
18071,57.08,56.92,56.77,55.96,55.14,47.68,40.23
18073,25.76,29.74,33.72,35.15,36.58,34.38,32.18
18075,19.04,19.45,19.87,21.1,22.32,16.49,10.66
18077,26.93,24.82,22.7,22.18,21.65,22.2,22.76
18079,12.67,11.12,9.58,11.66,13.75,11.76,9.77
18081,33.94,34.44,34.93,36.33,37.73,37.54,37.36
18083,24.04,19.93,15.82,16.33,16.84,21.48,26.13
18085,53.58,54.78,55.97,57.78,59.6,49.47,39.34
18087,51.67,51.35,51.03,51.79,52.56,33.85,15.15
18089,87.77,87.74,87.71,87.56,87.42,86.52,85.61
18091,60.43,58.68,56.92,54.89,52.85,54.91,56.97
18093,19.13,16.16,13.18,10.76,8.34,8.49,8.63
18095,45.94,45.83,45.72,46.58,47.44,47.4,47.36
18097,89.08,89.42,89.75,90.28,90.8,87.9,85.01
18099,57.88,58.52,59.15,61.36,63.58,52.07,40.55
18101,5.03,2.92,0.8,0.86,0.92,7.68,14.45
18103,20.25,22.16,24.07,26.18,28.3,32.56,36.82
18105,59.38,58.31,57.24,57.4,57.56,53.43,49.3
18107,47.37,47.77,48.17,48.22,48.26,37.42,26.58
18109,10.32,9.28,8.25,9.65,11.05,9.04,7.03
18111,32.82,39.51,46.2,46.8,47.41,38.71,30.01
18113,61.32,61.21,61.1,61.94,62.78,52.02,41.25
18115,1.15,1.12,1.08,1.13,1.18,4.26,7.35
18117,16.68,11.4,6.11,7.72,9.33,9.55,9.77
18119,13.05,14.78,16.52,13.67,10.82,7.54,4.26
18121,16.65,16.35,16.05,22.58,29.1,20.45,11.81
18123,8.76,8.6,8.44,8.85,9.26,12.48,15.69
18125,0.03,0.48,0.92,2.13,3.34,3.39,3.44
18127,47.88,47.61,47.34,47.06,46.77,48.96,51.15
18129,9.71,7.77,5.83,3.79,1.75,4.09,6.43
18131,10.54,10.27,10.0,7.36,4.71,10.2,15.69
18133,34.8,32.5,30.21,31.92,33.62,30.32,27.02
18135,26.3,29.91,33.52,34.36,35.21,29.28,23.36
18137,17.92,12.58,7.23,13.84,20.44,14.08,7.73
18139,1.4,2.56,3.72,9.75,15.79,10.84,5.89
18141,71.38,71.43,71.47,71.09,70.71,68.26,65.82
18143,15.44,14.92,14.39,9.65,4.9,7.78,10.66
18145,45.4,42.64,39.89,38.85,37.82,31.45,25.08
18147,30.79,25.16,19.52,19.2,18.88,15.74,12.6
18149,16.01,17.53,19.04,24.29,29.54,23.04,16.55
18151,36.74,35.94,35.15,36.21,37.28,27.53,17.79
18153,39.67,28.92,18.18,18.66,19.13,23.33,27.53
18155,28.75,20.04,11.33,13.88,16.43,12.08,7.73
18157,71.67,71.7,71.73,71.4,71.06,66.52,61.97
18159,26.3,25.3,24.29,23.12,21.94,16.6,11.27
18161,9.01,5.35,1.69,10.89,20.09,14.58,9.07
18163,45.18,45.59,46.0,46.13,46.26,48.04,49.81
18165,2.2,4.99,7.77,7.02,6.27,4.33,2.39
18167,44.19,42.96,41.74,40.98,40.21,42.66,45.1
18169,19.55,19.73,19.9,18.12,16.33,15.39,14.45
18171,0.99,4.84,8.69,7.99,7.29,6.86,6.43
18173,23.4,25.88,28.37,27.19,26.01,27.15,28.29
18175,4.3,3.74,3.18,3.06,2.93,2.47,2.01
18177,41.64,45.03,48.42,46.68,44.95,41.92,38.89
18179,13.63,15.28,16.94,18.61,20.28,18.42,16.55
18181,51.07,52.98,54.89,56.16,57.43,46.48,35.52
18183,6.81,5.8,4.78,5.11,5.44,8.05,10.66
19001,1.02,1.71,2.39,2.9,3.41,5.38,7.35
19003,1.21,2.85,4.49,4.82,5.16,4.3,3.44
19005,50.3,52.13,53.96,54.95,55.94,44.24,32.53
19007,15.22,16.19,17.16,15.11,13.05,11.06,9.07
19009,2.61,3.77,4.93,5.46,5.99,4.92,3.85
19011,21.39,15.97,10.54,10.52,10.51,8.2,5.89
19013,61.19,62.1,63.01,64.59,66.16,60.2,54.23
19015,11.72,19.3,26.87,25.42,23.97,18.78,13.59
19017,6.14,11.57,17.0,17.42,17.83,13.8,9.77
19019,18.18,19.61,21.04,12.31,3.57,4.08,4.58
19021,91.91,92.2,92.49,92.8,93.12,87.24,81.35
19023,6.37,4.12,1.88,3.97,6.05,4.46,2.86
19025,13.85,11.38,8.91,8.61,8.31,12.0,15.69
19027,6.18,7.15,8.12,6.38,4.65,9.12,13.59
19029,18.02,17.43,16.84,23.42,29.99,19.53,9.07
19031,9.26,10.12,10.98,13.54,16.11,11.73,7.35
19033,33.3,34.15,34.99,33.43,31.87,32.2,32.53
19035,28.49,28.48,28.46,25.79,23.11,23.46,23.81
19037,21.3,24.34,27.38,31.52,35.66,21.5,7.35
19039,67.18,67.66,68.13,66.54,64.95,58.6,52.26
19041,35.21,34.78,34.35,39.72,45.08,32.77,20.46
19043,18.21,19.9,21.59,23.15,24.71,14.64,4.58
19045,28.14,24.65,21.17,20.76,20.34,24.81,29.28
19047,88.38,88.4,88.41,89.28,90.16,81.87,73.58
19049,61.54,61.67,61.8,61.08,60.36,53.97,47.58
19051,22.16,19.18,16.21,19.55,22.89,12.45,2.01
19053,36.68,38.75,40.82,35.84,30.85,28.24,25.62
19055,6.62,10.54,14.45,8.69,2.93,3.76,4.58
19057,26.46,28.14,29.83,31.74,33.65,37.45,41.25
19059,11.05,10.15,9.26,14.27,19.29,13.51,7.73
19061,28.84,29.57,30.31,31.01,31.71,31.45,31.19
19063,66.44,63.42,60.39,60.42,60.46,51.28,42.11
19065,11.17,16.28,21.39,23.65,25.92,23.19,20.46
19067,19.96,20.98,22.0,28.92,35.85,33.63,31.41
19069,62.4,60.26,58.13,55.74,53.36,49.85,46.34
19071,3.5,5.41,7.32,7.03,6.75,9.68,12.6
19073,26.11,23.94,21.78,23.96,26.14,19.71,13.27
19075,5.7,4.42,3.15,4.52,5.89,3.95,2.01
19077,20.66,21.04,21.43,23.02,24.61,17.19,9.77
19079,29.54,37.55,45.56,47.54,49.51,42.52,35.52
19081,25.53,27.03,28.53,30.34,32.16,27.98,23.81
19083,33.91,35.0,36.1,35.98,35.85,31.44,27.02
19085,2.23,2.58,2.93,3.17,3.41,4.23,5.06
19087,54.38,52.93,51.48,48.33,45.18,41.82,38.45
19089,9.71,9.93,10.16,8.22,6.27,4.65,3.02
19091,30.69,29.64,28.59,34.82,41.04,30.75,20.46
19093,2.99,3.16,3.34,2.68,2.01,6.33,10.66
19095,13.5,13.11,12.73,13.04,13.34,13.9,14.45
19097,6.43,5.49,4.55,3.38,2.2,5.16,8.12
19099,16.24,15.22,14.2,14.26,14.33,17.08,19.83
19101,75.39,76.06,76.73,75.54,74.34,63.93,53.53
19103,66.25,68.3,70.36,72.65,74.94,66.62,58.31
19105,13.31,13.56,13.82,23.69,33.56,26.7,19.83
19107,7.04,6.75,6.46,4.82,3.18,3.52,3.85
19109,12.7,13.0,13.31,15.79,18.27,15.93,13.59
19111,19.39,19.02,18.66,19.96,21.27,25.86,30.46
19113,44.38,45.51,46.64,49.36,52.09,48.72,45.35
19115,79.85,80.3,80.74,81.25,81.76,69.89,58.02
19117,36.45,32.94,29.42,29.84,30.25,16.24,2.23
19119,11.02,12.66,14.29,19.83,25.37,16.74,8.12
19121,14.55,18.29,22.03,21.24,20.44,14.76,9.07
19123,29.8,30.02,30.25,31.2,32.16,26.82,21.48
19125,20.34,17.9,15.47,15.48,15.5,14.38,13.27
19127,84.21,85.14,86.06,86.58,87.11,77.87,68.62
19129,9.55,16.35,23.15,22.29,21.43,18.29,15.15
19131,23.81,23.3,22.8,16.42,10.03,6.02,2.01
19133,14.68,12.85,11.02,9.16,7.29,10.28,13.27
19135,20.12,19.5,18.88,16.86,14.84,12.3,9.77
19137,34.38,34.41,34.45,34.0,33.56,26.51,19.45
19139,75.84,75.76,75.68,76.36,77.05,68.74,60.44
19141,40.85,38.67,36.49,35.12,33.75,28.92,24.09
19143,49.6,51.85,54.09,57.69,61.29,49.32,37.36
19145,37.57,41.0,44.44,44.25,44.06,37.03,30.01
19147,27.28,22.92,18.56,30.4,42.25,33.17,24.09
19149,43.81,44.34,44.86,44.3,43.74,36.02,28.29
19151,22.41,27.0,31.58,35.53,39.48,30.48,21.48
19153,75.55,75.55,75.55,76.1,76.66,68.03,59.39
19155,55.17,55.5,55.84,55.53,55.21,47.88,40.55
19157,32.86,34.56,36.26,36.42,36.58,31.8,27.02
19159,27.35,15.22,3.09,4.0,4.9,6.51,8.12
19161,10.89,17.82,24.74,28.84,32.95,22.38,11.81
19163,52.66,55.22,57.78,59.9,62.02,59.0,55.98
19165,33.43,36.53,39.64,32.98,26.33,19.96,13.59
19167,62.4,62.22,62.05,62.2,62.34,51.9,41.47
19169,48.23,51.59,54.95,57.37,59.79,54.64,49.49
19171,60.52,64.22,67.91,69.82,71.73,63.46,55.19
19173,52.59,54.93,57.27,59.38,61.48,46.68,31.89
19175,20.5,23.4,26.3,32.92,39.54,28.04,16.55
19177,12.61,15.16,17.7,19.32,20.95,12.6,4.26
19179,70.61,71.68,72.75,73.3,73.86,63.3,52.74
19181,9.3,10.86,12.42,12.29,12.16,13.92,15.69
19183,42.57,46.31,50.05,51.18,52.31,41.58,30.84
19185,11.88,16.19,20.5,22.3,24.1,16.58,9.07
19187,38.9,38.49,38.08,37.7,37.31,40.15,43.0
19189,35.66,33.94,32.22,34.22,36.23,32.26,28.29
