FIPS,2014 RPL_THEME2,2015 RPL_THEME2,2016 RPL_THEME2,2017 RPL_THEME2,2018 RPL_THEME2,2019 RPL_THEME2,2020 RPL_THEME2
02158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02164,84.69,71.12,57.56,63.7,69.85,73.8,77.75
02170,28.08,25.22,22.35,25.09,27.83,36.35,44.88
02180,57.53,57.64,57.75,55.81,53.87,61.2,68.52
02185,34.32,36.92,39.51,41.64,43.78,50.76,57.73
02188,54.63,54.92,55.21,55.02,54.82,49.29,43.76
02195,1.81,17.43,33.05,61.16,89.27,84.86,80.46
02198,63.29,68.16,73.03,78.64,84.24,70.23,56.21
02220,9.33,12.7,16.08,17.62,19.17,12.58,5.98
02230,1.21,0.6,0.0,0.5,0.99,2.36,3.72
02240,26.14,36.21,46.29,40.71,35.12,57.18,79.25
02275,74.08,82.08,90.07,76.77,63.48,43.45,23.42
02282,14.23,16.1,17.96,29.29,40.62,21.12,1.62
02290,90.86,90.12,89.37,86.98,84.59,72.74,60.88
04001,84.02,82.98,81.95,81.01,80.07,87.33,94.59
04003,83.22,82.55,81.88,81.02,80.17,87.81,95.45
04005,13.85,11.0,8.15,5.9,3.66,8.86,14.07
04007,70.84,79.09,87.33,87.76,88.19,82.52,76.86
04009,69.79,64.01,58.23,59.44,60.65,68.15,75.65
04011,69.66,65.0,60.33,60.11,59.89,65.32,70.75
04012,39.54,47.07,54.6,62.62,70.65,84.34,98.03
04013,40.59,39.2,37.82,35.8,33.78,47.65,61.52
04015,63.64,69.77,75.9,77.26,78.61,82.13,85.65
04017,96.15,96.36,96.56,96.14,95.73,97.39,99.05
04019,43.81,48.67,53.52,55.2,56.89,67.53,78.17
04021,70.96,72.28,73.61,71.88,70.14,78.15,86.16
04023,68.77,74.13,79.5,81.6,83.7,89.8,95.89
04025,43.08,41.34,39.61,39.16,38.71,46.33,53.95
04027,82.55,78.84,75.14,75.67,76.19,86.3,96.4
05001,76.28,86.36,96.43,96.94,97.45,94.19,90.93
05003,97.01,90.77,84.53,88.7,92.87,90.39,87.91
05005,70.93,62.24,53.55,52.5,51.45,39.46,27.47
05007,16.01,17.11,18.21,17.53,16.84,39.14,61.43
05009,88.12,84.94,81.76,81.51,81.25,66.07,50.89
05011,96.34,97.65,98.95,98.22,97.48,97.82,98.15
05013,77.14,79.53,81.92,76.14,70.36,71.0,71.64
05015,61.25,60.12,58.99,48.34,37.7,50.24,62.79
05017,99.55,99.5,99.46,99.28,99.11,98.78,98.44
05019,56.0,56.96,57.91,57.19,56.48,63.2,69.92
05021,96.82,97.17,97.52,98.14,98.76,87.62,76.48
05023,66.54,64.92,63.29,57.4,51.51,43.07,34.63
05025,93.51,94.64,95.77,95.18,94.59,79.41,64.23
05027,87.46,83.42,79.37,76.26,73.16,70.36,67.57
05029,95.67,95.99,96.31,94.13,91.95,93.19,94.43
05031,73.7,80.12,86.53,86.74,86.95,86.63,86.31
05033,87.36,85.15,82.94,84.93,86.91,87.31,87.71
05035,89.53,90.94,92.36,91.86,91.37,85.46,79.54
05037,96.66,95.92,95.19,95.97,96.75,95.48,94.21
05039,85.45,90.12,94.78,96.8,98.82,79.52,60.22
05041,97.68,98.41,99.14,99.06,98.98,99.15,99.33
05043,76.6,73.32,70.04,65.26,60.49,41.91,23.33
05045,25.02,20.15,15.28,17.0,18.72,21.46,24.19
05047,74.91,72.18,69.44,67.79,66.13,55.9,45.67
05049,68.64,72.11,75.58,76.54,77.49,69.96,62.44
05051,86.41,86.85,87.3,89.84,92.39,94.04,95.7
05053,55.3,48.39,41.48,57.83,74.18,46.88,19.57
05055,79.78,74.38,68.99,80.0,91.02,85.82,80.62
05057,99.04,99.14,99.24,98.68,98.12,98.8,99.49
05059,85.74,82.44,79.15,78.5,77.84,68.44,59.04
05061,97.99,97.64,97.29,97.6,97.9,98.6,99.3
05063,85.32,85.84,86.37,88.76,91.15,86.16,81.16
05065,53.74,50.24,46.74,47.5,48.26,37.26,26.26
05067,71.47,69.96,68.45,62.92,57.4,51.76,46.12
05069,85.26,86.18,87.11,83.32,79.53,82.65,85.77
05071,68.39,54.7,41.01,63.26,85.51,90.49,95.48
05073,87.93,91.64,95.35,92.6,89.84,89.52,89.21
05075,57.02,67.6,78.19,80.53,82.87,70.54,58.21
05077,78.29,75.56,72.84,71.82,70.81,78.72,86.63
05079,56.67,52.15,47.63,34.54,21.46,15.06,8.66
05081,91.47,92.16,92.84,90.61,88.38,64.78,41.18
05083,95.57,93.76,91.95,93.18,94.4,81.6,68.81
05085,73.38,66.79,60.2,58.19,56.19,60.26,64.32
05087,63.67,57.07,50.46,57.14,63.83,56.2,48.57
05089,57.21,58.84,60.46,60.38,60.3,47.94,35.58
05091,82.43,84.42,86.41,89.64,92.87,80.25,67.63
05093,97.2,96.93,96.66,96.28,95.89,94.97,94.05
05095,95.64,96.14,96.63,97.2,97.77,89.0,80.24
05097,63.74,61.28,58.83,60.68,62.53,70.28,78.04
05099,89.81,78.62,67.43,83.08,98.73,90.48,82.24
05101,52.31,52.24,52.18,53.55,54.92,50.57,46.21
05103,96.63,95.82,95.0,95.13,95.26,92.28,89.31
05105,46.1,48.74,51.38,61.74,72.11,51.41,30.71
05107,99.9,99.86,99.81,99.78,99.75,96.93,94.11
05109,99.36,95.32,91.28,90.91,90.54,83.35,76.16
05111,95.03,96.59,98.15,97.92,97.68,88.2,78.71
05113,99.43,98.32,97.2,96.94,96.69,96.78,96.88
05115,35.15,33.02,30.88,45.08,59.28,71.56,83.83
05117,87.36,90.3,93.25,84.74,76.22,71.11,66.01
05119,42.18,45.5,48.81,58.8,68.8,75.32,81.83
05121,89.21,93.24,97.26,97.77,98.28,97.8,97.33
05123,85.8,80.77,75.74,77.06,78.38,85.72,93.06
05125,77.17,70.14,63.1,68.4,73.7,74.12,74.54
05127,96.28,95.6,94.91,93.97,93.03,95.9,98.76
05129,59.63,56.5,53.36,56.19,59.03,45.18,31.32
05131,79.85,79.04,78.22,81.71,85.2,90.66,96.12
05133,67.94,59.1,50.27,43.87,37.47,57.78,78.1
05135,70.58,76.38,82.17,88.46,94.75,84.8,74.86
05137,60.74,62.54,64.34,65.12,65.9,69.63,73.36
05139,95.45,94.6,93.76,90.72,87.68,88.38,89.08
05141,90.45,82.78,75.1,80.62,86.15,75.27,64.39
05143,26.49,20.09,13.69,17.08,20.47,36.76,53.06
05145,58.17,61.62,65.07,61.89,58.71,69.1,79.5
05147,98.76,98.78,98.79,98.01,97.23,89.3,81.38
05149,93.47,94.9,96.34,96.88,97.42,93.22,89.02
06001,4.33,3.8,3.28,2.84,2.39,7.12,11.84
06003,68.45,72.81,77.17,69.92,62.66,63.02,63.37
06005,38.71,44.4,50.08,43.81,37.54,40.32,43.09
06007,42.06,36.18,30.31,30.82,31.33,43.38,55.44
06009,37.09,43.92,50.75,55.24,59.73,57.44,55.16
06011,68.39,67.61,66.83,67.67,68.51,79.88,91.25
06013,13.18,13.46,13.75,13.92,14.1,30.07,46.05
06015,80.1,78.57,77.05,72.35,67.65,72.76,77.88
06017,7.04,8.84,10.63,10.4,10.16,15.86,21.55
06019,65.14,65.59,66.03,67.54,69.05,78.76,88.48
06021,89.11,88.84,88.57,85.24,81.92,88.16,94.4
06023,29.23,31.34,33.46,32.86,32.25,42.13,52.01
06025,74.34,75.61,76.89,77.24,77.59,85.68,93.76
06027,47.6,52.06,56.51,41.07,25.63,39.06,52.48
06029,59.63,57.67,55.71,55.62,55.52,68.86,82.21
06031,52.24,54.3,56.35,58.52,60.68,72.04,83.39
06033,90.1,92.16,94.21,91.46,88.7,90.74,92.78
06035,8.6,9.12,9.65,7.5,5.35,15.93,26.51
06037,18.88,16.38,13.88,12.18,10.47,21.31,32.15
06039,69.25,68.14,67.02,67.14,67.27,75.24,83.2
06041,6.78,6.58,6.37,6.94,7.51,21.69,35.87
06043,35.08,38.2,41.32,38.63,35.94,63.64,91.34
06045,67.59,70.68,73.77,77.8,81.82,89.52,97.23
06047,85.35,84.19,83.03,77.64,72.24,81.27,90.29
06049,51.77,55.94,60.11,52.43,44.76,63.58,82.4
06051,1.5,1.05,0.6,0.52,0.45,2.04,3.63
06053,38.75,38.78,38.81,36.79,34.77,44.5,54.23
06055,13.31,11.43,9.55,9.58,9.61,23.63,37.65
06057,12.64,15.4,18.15,20.32,22.48,26.77,31.06
06059,7.23,6.51,5.79,5.4,5.0,13.59,22.18
06061,19.58,18.29,17.0,14.56,12.13,20.74,29.34
06063,56.1,49.68,43.27,40.05,36.84,41.12,45.39
06065,47.02,45.38,43.74,40.75,37.76,52.04,66.33
06067,52.88,48.7,44.51,40.07,35.63,51.79,67.95
06069,36.23,37.74,39.26,38.9,38.55,48.65,58.75
06071,51.83,50.67,49.51,48.4,47.28,62.86,78.45
06073,6.91,6.93,6.94,6.58,6.21,14.86,23.52
06075,0.54,0.51,0.48,0.42,0.35,1.46,2.58
06077,61.6,61.02,60.43,60.0,59.57,70.8,82.02
06079,3.53,3.55,3.57,4.11,4.65,9.63,14.61
06081,2.1,2.28,2.45,2.23,2.01,5.28,8.56
06083,11.78,11.34,10.89,10.88,10.86,21.98,33.1
06085,3.85,3.63,3.41,2.98,2.55,6.84,11.14
06087,2.64,2.42,2.2,2.47,2.74,8.37,14.0
06089,76.38,72.83,69.28,72.3,75.33,77.37,79.41
06091,17.86,22.43,27.0,18.77,10.54,22.78,35.01
06093,77.65,76.71,75.77,73.91,72.05,71.68,71.32
06095,30.79,31.26,31.74,29.45,27.16,41.34,55.51
06097,8.34,8.92,9.49,9.01,8.53,21.37,34.21
06099,69.15,68.46,67.78,66.03,64.28,74.26,84.25
06101,63.55,67.97,72.4,72.66,72.91,79.89,86.86
06103,93.06,95.04,97.01,97.31,97.61,97.69,97.77
06105,66.83,77.96,89.08,88.02,86.95,86.52,86.09
06107,59.85,62.19,64.53,63.95,63.36,74.79,86.22
06109,39.76,40.97,42.18,39.12,36.07,39.66,43.25
06111,19.39,18.3,17.22,14.42,11.62,23.28,34.95
06113,4.01,3.88,3.76,3.39,3.02,10.14,17.25
06115,87.68,87.16,86.63,84.64,82.65,85.63,88.61
08001,40.97,41.18,41.39,40.74,40.08,53.73,67.38
08003,49.95,60.36,70.77,50.18,29.58,56.5,83.42
08005,22.45,21.28,20.12,17.23,14.33,26.79,39.24
08007,22.95,19.34,15.73,14.12,12.51,10.1,7.7
08009,70.65,73.29,75.93,74.42,72.91,78.23,83.55
08011,33.81,29.67,25.53,45.05,64.57,70.27,75.97
08013,1.46,1.3,1.15,1.13,1.11,1.8,2.48
08014,5.22,4.55,3.88,3.55,3.22,5.57,7.92
08015,40.05,32.62,25.18,27.16,29.13,51.3,73.46
08017,20.76,19.1,17.45,14.84,12.23,21.66,31.09
08019,1.4,1.7,2.01,2.48,2.96,5.19,7.42
08021,94.97,90.36,85.74,89.9,94.05,93.81,93.57
08023,79.97,73.08,66.19,74.76,83.32,91.2,99.08
08025,42.76,48.34,53.93,38.54,23.15,45.52,67.89
08027,28.97,30.45,31.93,32.9,33.87,20.84,7.8
08029,54.5,52.99,51.48,50.24,49.0,58.72,68.43
08031,2.87,2.84,2.8,2.28,1.75,5.04,8.34
08033,52.56,72.02,91.47,84.37,77.27,69.7,62.13
08035,8.95,8.15,7.35,7.06,6.78,9.06,11.33
08037,3.31,2.96,2.61,2.08,1.56,5.48,9.39
08039,3.18,2.96,2.74,2.36,1.97,1.52,1.08
08041,28.72,27.48,26.23,26.34,26.46,32.4,38.35
08043,31.33,37.98,44.64,42.57,40.5,42.16,43.83
08045,15.38,13.23,11.08,9.93,8.79,25.96,43.13
08047,0.92,0.58,0.25,0.2,0.16,0.16,0.16
08049,1.11,1.14,1.18,0.96,0.73,0.62,0.51
08051,1.15,1.28,1.4,1.34,1.27,0.8,0.32
08053,11.84,27.6,43.36,44.32,45.27,58.41,71.55
08055,47.02,54.95,62.88,64.05,65.23,67.37,69.51
08057,7.2,5.42,3.63,3.93,4.23,11.95,19.67
08059,3.95,3.42,2.9,2.61,2.32,3.31,4.3
08061,95.32,97.32,99.33,95.48,91.63,60.44,29.25
08063,81.44,64.04,46.64,57.83,69.02,78.54,88.06
08065,7.0,4.16,1.31,1.37,1.43,4.84,8.24
08067,1.56,1.51,1.46,1.24,1.02,1.23,1.43
08069,2.01,2.05,2.1,1.85,1.59,2.0,2.42
08071,64.31,53.58,42.85,52.52,62.18,73.06,83.93
08073,21.24,27.56,33.87,20.9,7.93,17.65,27.37
08075,9.81,17.1,24.39,18.61,12.83,16.06,19.29
08077,39.67,45.94,52.21,50.27,48.33,53.46,58.59
08079,35.4,37.52,39.64,34.18,28.72,14.54,0.35
08081,16.52,18.5,20.47,39.76,59.06,73.45,87.84
08083,72.46,56.88,41.29,55.74,70.2,67.36,64.51
08085,65.97,66.02,66.06,59.7,53.33,57.26,61.2
08087,74.75,74.63,74.5,70.01,65.52,73.84,82.15
08089,99.24,99.0,98.76,98.8,98.85,97.5,96.15
08091,5.32,5.22,5.13,7.62,10.12,6.0,1.88
08093,0.7,0.98,1.27,1.95,2.64,1.75,0.86
08095,80.17,52.47,24.77,23.28,21.78,30.75,39.72
08097,0.48,1.36,2.23,2.86,3.5,6.42,9.33
08099,96.98,95.64,94.3,94.33,94.36,95.35,96.34
08101,89.59,89.0,88.41,89.44,90.48,88.6,86.73
08103,6.97,6.35,5.73,7.56,9.39,19.01,28.64
08105,73.61,74.48,75.36,82.33,89.3,93.16,97.01
08107,0.76,0.52,0.29,0.34,0.38,0.72,1.05
08109,28.56,31.02,33.49,37.02,40.56,64.25,87.94
08111,0.41,1.54,2.67,5.95,9.23,13.06,16.9
08113,0.67,0.89,1.11,0.94,0.76,1.52,2.29
08115,54.66,46.67,38.68,60.98,83.29,90.6,97.9
08117,0.16,0.14,0.13,0.08,0.03,0.49,0.95
08119,8.37,9.82,11.27,12.13,12.99,8.26,3.53
08121,18.91,28.34,37.76,40.13,42.5,38.52,34.53
08123,24.2,22.52,20.85,18.02,15.19,35.48,55.76
08125,19.01,27.24,35.47,46.31,57.15,64.18,71.2
09001,13.05,12.92,12.8,11.52,10.25,25.92,41.6
09003,29.83,25.46,21.08,19.89,18.69,34.8,50.92
09005,4.36,4.23,4.11,4.76,5.41,10.36,15.31
09007,4.17,3.94,3.72,4.26,4.81,11.15,17.5
09009,17.06,15.18,13.31,13.08,12.86,29.92,46.98
09011,19.13,20.42,21.71,20.83,19.96,29.54,39.12
09013,2.13,1.88,1.62,1.4,1.18,1.08,0.99
09015,22.57,22.1,21.62,21.28,20.95,35.66,50.38
10001,62.78,62.67,62.56,64.07,65.58,76.94,88.29
10003,15.12,14.64,14.17,12.38,10.6,23.03,35.46
10005,45.75,39.99,34.22,32.98,31.74,45.76,59.77
11001,3.06,3.16,3.25,3.04,2.83,7.79,12.76
12001,1.53,1.48,1.43,1.29,1.15,2.69,4.23
12003,69.69,65.78,61.86,70.28,78.7,46.86,15.02
12005,40.21,45.37,50.53,54.84,59.15,65.43,71.71
12007,49.86,54.25,58.64,67.46,76.28,60.44,44.59
12009,38.27,36.71,35.15,34.3,33.46,40.92,48.38
12011,22.29,21.46,20.63,18.9,17.16,34.01,50.86
12013,79.05,80.77,82.49,73.08,63.67,43.07,22.47
12015,44.86,44.08,43.3,43.94,44.57,55.81,67.06
12017,49.09,49.14,49.19,49.54,49.89,52.97,56.05
12019,49.73,44.54,39.35,41.1,42.85,49.83,56.81
12021,15.15,15.66,16.17,15.9,15.63,30.74,45.86
12023,64.22,59.84,55.46,57.4,59.34,64.3,69.26
12027,79.53,76.24,72.94,66.43,59.92,76.94,93.95
12029,50.24,65.25,80.26,80.19,80.13,63.04,45.96
12031,29.64,30.4,31.17,32.71,34.26,47.54,60.82
12033,21.08,16.24,11.4,10.15,8.91,27.26,45.61
12035,33.97,34.27,34.57,32.39,30.21,43.16,56.11
12037,44.76,38.92,33.08,33.2,33.33,42.44,51.56
12039,73.8,77.89,81.98,84.51,87.04,91.1,95.16
12041,49.92,57.12,64.31,73.45,82.59,89.22,95.86
12043,65.84,66.11,66.38,61.28,56.19,61.21,66.23
12045,64.63,53.26,41.9,39.84,37.79,59.89,81.99
12047,57.31,63.69,70.07,73.27,76.47,75.65,74.82
12049,69.25,65.73,62.21,60.65,59.09,71.02,82.94
12051,83.95,82.36,80.77,75.52,70.26,78.36,86.47
12053,74.69,73.91,73.13,70.17,67.21,69.17,71.13
12055,49.32,45.78,42.25,48.57,54.89,69.71,84.53
12057,27.44,27.36,27.28,25.93,24.58,40.26,55.95
12059,59.44,64.83,70.23,78.65,87.07,87.09,87.11
12061,35.24,33.16,31.07,28.16,25.25,37.28,49.3
12063,66.99,70.52,74.05,72.03,70.01,75.14,80.27
12065,36.49,43.7,50.91,42.5,34.1,38.32,42.55
12067,30.5,28.0,25.5,32.97,40.43,29.2,17.98
12069,42.38,50.1,57.82,57.93,58.04,65.18,72.31
12071,44.0,42.42,40.85,34.41,27.98,45.88,63.78
12073,2.71,2.55,2.39,2.86,3.34,5.56,7.77
12075,82.9,83.49,84.08,80.62,77.17,74.98,72.79
12077,40.27,42.69,45.11,48.47,51.83,35.44,19.06
12079,79.62,76.89,74.15,69.71,65.27,53.77,42.27
12081,28.59,29.52,30.44,30.58,30.72,44.4,58.08
12083,65.9,65.5,65.11,63.98,62.85,73.78,84.72
12085,18.82,20.41,22.0,21.06,20.12,32.28,44.43
12086,16.33,15.72,15.12,14.5,13.88,30.43,46.98
12087,6.69,6.1,5.51,5.98,6.46,15.78,25.11
12089,32.22,49.22,66.22,59.95,53.68,45.73,37.78
12091,27.95,22.67,17.38,18.3,19.23,35.65,52.07
12093,89.72,81.98,74.24,72.64,71.03,78.61,86.19
12095,14.45,15.71,16.97,17.34,17.7,31.22,44.75
12097,71.41,69.91,68.42,65.66,62.91,75.1,87.3
12099,30.66,29.57,28.49,26.47,24.45,43.48,62.51
12101,53.14,56.04,58.93,59.68,60.43,71.04,81.64
12103,26.27,25.8,25.34,25.74,26.14,43.34,60.53
12105,81.03,80.98,80.93,80.3,79.66,84.72,89.78
12107,79.56,79.83,80.1,78.94,77.78,85.36,92.93
12109,9.84,9.96,10.09,10.79,11.49,15.12,18.75
12111,79.37,72.06,64.76,62.99,61.22,71.4,81.57
12113,21.71,22.8,23.88,30.15,36.42,38.21,40.01
12115,25.31,24.07,22.83,21.94,21.04,32.01,42.97
12117,5.16,5.18,5.19,5.03,4.87,14.48,24.09
12119,34.07,35.5,36.93,35.58,34.22,38.45,42.68
12121,85.39,88.5,91.6,92.41,93.22,91.63,90.04
12123,38.49,43.26,48.04,44.82,41.61,51.55,61.49
12125,20.63,22.02,23.4,25.42,27.44,20.82,14.19
12127,41.48,41.61,41.74,42.9,44.06,55.96,67.85
12129,53.49,46.16,38.84,32.0,25.15,15.5,5.86
12131,29.77,30.36,30.95,31.1,31.26,49.51,67.76
12133,29.16,35.2,41.23,54.16,67.08,70.71,74.35
13001,89.46,91.13,92.8,94.42,96.05,93.36,90.67
13003,77.97,78.6,79.24,78.64,78.03,86.54,95.04
13005,66.86,77.26,87.65,91.5,95.35,96.42,97.49
13007,49.7,36.39,23.08,40.45,57.82,41.66,25.49
13009,15.63,14.42,13.21,14.48,15.76,29.87,43.98
13011,59.69,66.71,73.73,60.16,46.58,49.1,51.62
13013,47.12,51.62,56.13,55.73,55.33,66.92,78.52
13015,45.37,51.1,56.83,55.97,55.11,54.71,54.3
13017,99.27,98.63,97.99,95.03,92.07,87.28,82.5
13019,85.58,80.28,74.98,79.12,83.25,75.67,68.08
13021,77.87,79.57,81.28,82.22,83.16,85.46,87.75
13023,81.85,75.76,69.66,57.42,45.18,43.82,42.46
13025,91.95,84.45,76.95,79.16,81.38,50.04,18.71
13027,77.55,76.09,74.63,56.36,38.08,57.7,77.31
13029,49.22,49.5,49.79,54.99,60.2,59.78,59.36
13031,8.63,8.93,9.23,11.62,14.01,12.54,11.08
13033,93.0,91.87,90.74,84.54,78.35,54.34,30.33
13035,16.56,19.92,23.27,27.74,32.22,39.49,46.75
13037,26.04,31.28,36.52,36.63,36.74,51.74,66.74
13039,22.35,33.51,44.67,44.44,44.22,35.48,26.73
13043,98.22,98.0,97.77,97.56,97.36,98.01,98.66
13045,59.82,64.03,68.23,60.62,53.01,64.95,76.89
13047,50.81,42.32,33.84,27.41,20.98,26.82,32.65
13049,8.12,8.31,8.5,10.06,11.62,36.02,60.41
13051,20.03,23.21,26.39,31.42,36.45,47.28,58.12
13053,15.41,24.42,33.43,21.48,9.52,14.45,19.38
13055,74.91,69.53,64.15,55.92,47.69,59.82,71.96
13057,19.07,15.51,11.94,10.49,9.04,28.98,48.92
13059,1.97,1.83,1.69,2.05,2.42,7.78,13.14
13061,99.97,99.94,99.9,95.6,91.31,84.85,78.39
13063,55.68,54.64,53.61,53.47,53.33,67.5,81.67
13065,98.92,98.44,97.96,92.86,87.77,77.39,67.0
13067,21.9,21.58,21.27,19.42,17.57,31.05,44.53
13069,71.92,75.85,79.78,83.8,87.81,89.62,91.44
13071,83.44,84.1,84.75,82.26,79.78,87.7,95.61
13073,30.4,27.28,24.16,22.94,21.71,40.52,59.33
13075,65.46,75.96,86.47,87.82,89.18,84.77,80.36
13077,28.33,30.38,32.44,28.73,25.02,42.06,59.1
13079,54.66,54.92,55.17,49.95,44.73,30.22,15.72
13081,97.55,96.61,95.67,96.48,97.29,97.16,97.04
13083,14.9,12.29,9.68,11.56,13.44,14.98,16.52
13085,18.75,19.58,20.41,17.53,14.65,15.53,16.42
13087,88.22,90.4,92.58,92.22,91.85,82.36,72.88
13089,20.92,22.05,23.18,22.78,22.38,39.62,56.87
13091,69.88,71.86,73.83,70.48,67.14,63.98,60.82
13093,36.99,38.66,40.34,48.56,56.77,60.04,63.3
13095,80.9,80.38,79.85,81.28,82.71,83.56,84.4
13097,55.36,54.52,53.68,53.56,53.45,61.36,69.26
13099,94.52,95.36,96.21,95.1,93.98,85.28,76.58
13101,66.73,69.23,71.73,43.25,14.77,27.35,39.94
13103,41.1,46.02,50.94,44.4,37.85,38.18,38.51
13105,86.56,81.85,77.14,74.6,72.05,83.02,93.98
13107,91.82,93.48,95.13,95.21,95.29,95.96,96.63
13109,88.76,90.0,91.24,92.69,94.14,93.5,92.87
13111,60.74,52.32,43.9,48.17,52.44,51.9,51.37
13113,13.12,12.07,11.02,10.67,10.32,27.88,45.45
13115,53.93,57.16,60.39,62.0,63.61,77.7,91.79
