FIPS,2014 RPL_THEME1,2015 RPL_THEME1,2016 RPL_THEME1,2017 RPL_THEME1,2018 RPL_THEME1,2019 RPL_THEME1,2020 RPL_THEME1
01101,60.36,62.64,64.92,67.38,69.84,78.1,86.35
01103,61.1,63.82,66.54,62.46,58.38,58.58,58.78
01105,99.71,99.08,98.44,98.62,98.79,98.41,98.03
01107,95.45,93.71,91.98,91.77,91.56,90.61,89.66
01109,85.67,87.7,89.72,90.58,91.43,85.36,79.28
01111,90.77,87.98,85.2,78.86,72.52,59.62,46.72
01113,85.71,84.38,83.06,83.7,84.33,86.98,89.62
01115,59.31,54.86,50.4,52.58,54.75,48.11,41.47
01117,7.67,7.2,6.72,7.56,8.41,8.63,8.85
01119,98.6,97.96,97.33,96.47,95.61,96.0,96.4
01121,90.99,90.05,89.11,88.2,87.29,87.02,86.76
01123,79.08,83.14,87.2,87.46,87.71,84.77,81.83
01125,54.47,54.98,55.49,57.74,60.0,62.98,65.95
01127,89.05,89.59,90.13,88.49,86.85,82.54,78.23
01129,77.52,84.83,92.14,89.96,87.77,75.43,63.08
01131,98.22,97.85,97.48,98.15,98.82,94.48,90.13
01133,88.03,88.14,88.25,85.8,83.34,79.72,76.1
02013,36.99,32.92,28.84,31.3,33.76,37.9,42.04
02016,12.1,10.78,9.46,9.66,9.87,15.2,20.53
02020,6.43,6.99,7.55,10.4,13.25,26.36,39.47
02050,91.88,93.5,95.13,95.68,96.24,94.88,93.51
02060,4.08,5.11,6.14,12.35,18.57,16.7,14.83
02063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02068,7.32,4.36,1.4,8.5,15.61,16.98,18.36
02070,75.71,71.7,67.69,70.55,73.41,80.34,87.27
02090,10.67,14.04,17.41,18.08,18.76,30.83,42.9
02100,3.15,2.1,1.05,2.94,4.84,26.05,47.26
02105,41.52,38.36,35.21,34.33,33.44,40.65,47.87
02110,1.21,1.59,1.97,6.11,10.25,13.08,15.91
02122,16.24,20.34,24.45,28.07,31.69,45.34,58.98
02130,17.26,19.56,21.87,23.2,24.52,34.44,44.37
02150,10.92,9.3,7.67,15.61,23.54,36.72,49.9
02158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02164,71.16,72.99,74.82,75.07,75.32,76.01,76.7
02170,21.84,24.64,27.44,31.36,35.29,48.4,61.52
02180,88.35,89.0,89.65,89.64,89.62,91.64,93.67
02185,29.29,31.92,34.54,33.58,32.61,45.57,58.53
02188,87.93,90.12,92.3,91.66,91.02,90.08,89.15
02195,2.55,6.82,11.08,13.76,16.43,24.76,33.1
02198,49.38,51.44,53.49,56.17,58.85,63.58,68.3
02220,2.64,3.69,4.74,5.25,5.76,22.14,38.51
02230,0.76,3.5,6.24,10.78,15.32,29.78,44.24
02240,22.89,29.74,36.58,38.61,40.64,44.11,47.58
02275,13.05,21.0,28.94,28.4,27.87,37.83,47.8
02282,10.79,12.3,13.82,17.48,21.15,29.04,36.92
02290,89.37,89.26,89.14,88.94,88.73,86.94,85.14
04001,99.17,98.84,98.5,98.22,97.93,93.82,89.72
04003,56.92,61.72,66.51,66.92,67.32,68.18,69.03
04005,63.55,62.61,61.67,62.7,63.73,72.52,81.32
04007,80.77,81.88,83.0,84.36,85.73,81.01,76.29
04009,84.88,87.24,89.59,89.3,89.01,78.84,68.68
04011,53.74,53.98,54.22,53.0,51.78,31.92,12.06
04012,80.29,84.8,89.3,90.18,91.05,91.02,90.99
04013,45.85,44.8,43.74,42.74,41.75,53.54,65.34
04015,80.52,80.18,79.85,77.63,75.41,78.06,80.71
04017,96.21,96.06,95.92,95.96,95.99,94.26,92.52
04019,57.27,58.8,60.33,60.47,60.61,68.95,77.28
04021,70.07,70.48,70.9,70.26,69.62,68.21,66.8
04023,94.17,93.36,92.55,93.76,94.97,96.74,98.5
04025,47.66,45.62,43.58,43.84,44.11,52.77,61.43
04027,92.36,92.98,93.6,93.84,94.08,95.73,97.39
05001,56.96,66.14,75.33,74.96,74.59,59.83,45.07
05003,78.89,80.49,82.08,82.44,82.8,72.19,61.58
05005,54.28,50.8,47.31,45.0,42.68,44.32,45.96
05007,22.92,22.22,21.52,19.47,17.42,17.62,17.82
05009,63.01,66.67,70.33,61.2,52.07,44.06,36.06
05011,77.33,84.7,92.07,89.84,87.61,85.12,82.62
05013,63.77,67.37,70.96,69.28,67.61,60.53,53.44
05015,62.5,63.24,63.99,59.53,55.06,56.76,58.47
05017,93.09,93.44,93.79,93.71,93.63,94.86,96.09
05019,80.32,79.26,78.19,66.31,54.43,58.36,62.29
05021,87.93,85.1,82.27,81.28,80.29,73.12,65.95
05023,61.45,61.12,60.78,55.9,51.02,47.5,43.98
05025,68.7,71.68,74.66,69.34,64.01,43.54,23.07
05027,79.4,81.56,83.73,86.76,89.78,83.96,78.13
05029,68.42,69.85,71.28,69.88,68.47,65.84,63.21
05031,59.54,56.44,53.33,54.97,56.62,60.12,63.62
05033,67.24,68.37,69.5,65.35,61.21,61.3,61.39
05035,88.89,87.84,86.79,88.04,89.3,91.08,92.87
05037,79.59,78.53,77.46,72.77,68.09,74.38,80.68
05039,58.93,64.15,69.37,68.0,66.62,60.33,54.04
05041,94.56,96.23,97.9,97.58,97.26,90.79,84.31
05043,92.3,93.1,93.89,84.06,74.24,53.99,33.74
05045,32.63,34.78,36.93,40.14,43.34,45.43,47.52
05047,79.27,81.8,84.34,77.38,70.41,69.1,67.79
05049,72.78,76.1,79.43,82.47,85.51,81.63,77.75
05051,64.22,64.44,64.66,64.21,63.76,68.73,73.71
05053,49.82,46.51,43.2,46.86,50.51,32.86,15.21
05055,70.04,69.98,69.91,70.04,70.16,69.76,69.35
05057,87.46,89.21,90.96,87.39,83.82,75.95,68.08
05059,57.85,61.22,64.6,72.22,79.84,64.38,48.92
05061,80.07,77.19,74.31,74.37,74.43,79.21,83.99
05063,73.1,69.88,66.67,65.05,63.44,57.43,51.43
05065,79.97,82.76,85.55,84.42,83.28,79.09,74.89
05067,87.17,88.74,90.32,90.0,89.68,89.02,88.35
05069,84.15,85.26,86.37,87.2,88.03,83.84,79.66
05071,74.08,75.61,77.14,77.76,78.38,75.5,72.63
05073,95.13,89.68,84.24,78.48,72.71,77.84,82.97
05075,81.44,84.08,86.72,83.25,79.78,70.81,61.84
05077,99.55,99.57,99.59,99.28,98.98,97.98,96.98
05079,98.15,96.68,95.22,84.0,72.77,55.42,38.06
05081,58.71,67.45,76.19,71.31,66.43,51.34,36.25
05083,67.24,72.3,77.36,81.05,84.75,68.04,51.34
05085,38.68,37.18,35.69,36.02,36.34,34.36,32.37
05087,78.7,70.01,61.32,68.48,75.64,72.82,69.99
05089,75.68,78.78,81.88,82.53,83.18,73.56,63.94
05091,70.33,73.05,75.77,78.14,80.51,81.2,81.89
05093,92.93,92.6,92.26,92.98,93.69,90.49,87.3
05095,96.18,94.84,93.51,91.77,90.03,87.96,85.9
05097,64.66,65.57,66.48,72.96,79.43,78.72,78.01
05099,89.97,87.39,84.81,82.36,79.9,68.6,57.29
05101,64.57,69.73,74.88,66.14,57.39,50.1,42.81
05103,79.34,78.68,78.03,80.84,83.66,78.76,73.87
05105,46.48,57.88,69.28,73.8,78.31,55.31,32.3
05107,98.19,98.49,98.79,98.2,97.61,95.72,93.83
05109,78.03,73.86,69.69,67.2,64.71,56.9,49.08
05111,93.82,88.56,83.29,84.24,85.19,82.2,79.22
05113,70.26,78.2,86.15,88.22,90.29,89.22,88.16
05115,65.71,69.16,72.62,73.92,75.22,74.26,73.3
05117,68.51,70.4,72.3,71.55,70.8,56.36,41.92
05119,34.8,36.6,38.4,38.65,38.89,48.16,57.42
05121,67.59,65.38,63.16,66.07,68.98,63.07,57.16
05123,95.67,95.58,95.48,95.05,94.62,93.78,92.93
05125,19.1,19.32,19.55,19.0,18.44,15.41,12.38
05127,83.29,88.65,94.01,95.04,96.08,83.05,70.02
05129,77.65,69.6,61.54,64.1,66.66,58.79,50.92
05131,60.11,62.14,64.18,65.69,67.2,70.76,74.32
05133,94.72,91.14,87.55,85.48,83.41,82.1,80.78
05135,86.79,84.02,81.25,78.82,76.4,72.78,69.16
05137,72.81,80.56,88.32,87.92,87.52,85.8,84.09
05139,74.34,75.71,77.08,76.77,76.46,65.12,53.79
05141,91.12,86.82,82.52,80.72,78.92,81.7,84.47
05143,57.69,55.14,52.59,51.84,51.08,61.95,72.82
05145,58.74,60.06,61.38,64.27,67.17,68.85,70.53
05147,96.59,96.21,95.83,94.49,93.15,79.04,64.93
05149,80.71,78.82,76.92,75.93,74.94,64.3,53.66
06001,33.59,31.6,29.61,27.54,25.48,27.74,30.01
06003,27.25,41.74,56.22,61.47,66.72,46.01,25.3
06005,46.51,46.21,45.91,42.46,39.01,38.25,37.49
06007,65.43,66.75,68.07,66.95,65.83,70.38,74.92
06009,28.4,32.2,36.01,33.7,31.4,40.27,49.14
06011,75.87,70.78,65.68,62.33,58.98,66.25,73.52
06013,25.44,25.14,24.83,24.8,24.78,28.58,32.37
06015,85.83,86.24,86.66,87.26,87.87,84.66,81.44
06017,22.7,23.16,23.62,20.36,17.1,18.78,20.46
06019,94.27,94.21,94.14,93.28,92.42,94.19,95.96
06021,85.58,87.78,89.97,88.22,86.46,86.36,86.25
06023,59.85,61.53,63.2,63.75,64.3,73.5,82.69
06025,98.06,98.26,98.47,98.5,98.54,97.82,97.1
06027,32.35,29.56,26.77,27.6,28.44,28.11,27.78
06029,91.44,92.16,92.87,93.22,93.57,94.89,96.21
06031,95.1,94.73,94.36,93.6,92.83,92.52,92.2
06033,83.09,84.81,86.53,83.06,79.59,83.62,87.65
06035,81.63,79.78,77.94,73.59,69.24,65.27,61.3
06037,65.2,65.18,65.17,63.38,61.59,74.5,87.4
06039,89.75,89.75,89.75,91.16,92.58,94.06,95.54
06041,7.0,5.48,3.95,3.64,3.34,8.2,13.05
06043,48.2,49.32,50.43,49.13,47.83,58.66,69.48
06045,68.77,69.48,70.2,69.92,69.65,78.89,88.13
06047,97.58,97.16,96.75,96.45,96.15,96.3,96.44
06049,73.13,66.59,60.04,67.66,75.29,75.17,75.05
06051,37.12,36.52,35.91,26.84,17.77,32.63,47.49
06053,67.14,64.86,62.59,60.43,58.28,69.96,81.64
06055,30.91,29.0,27.09,26.42,25.76,33.58,41.41
06057,24.01,24.66,25.31,23.53,21.75,23.49,25.24
06059,35.28,34.48,33.68,33.08,32.48,43.2,53.91
06061,12.99,12.59,12.19,9.7,7.2,10.33,13.46
06063,46.96,41.31,35.66,30.62,25.57,27.24,28.9
06065,73.03,73.06,73.1,71.01,68.92,75.98,83.04
06067,59.22,58.96,58.71,56.04,53.38,59.09,64.8
06069,60.01,58.58,57.15,53.46,49.78,59.22,68.65
06071,83.32,83.93,84.53,83.65,82.77,85.6,88.42
06073,40.43,40.44,40.46,39.8,39.14,51.14,63.14
06075,26.46,26.09,25.72,24.06,22.39,23.48,24.57
06077,82.14,81.31,80.48,78.33,76.18,79.48,82.78
06079,27.67,25.55,23.43,23.37,23.31,29.27,35.23
06081,14.2,14.5,14.8,13.32,11.85,12.26,12.67
06083,50.65,50.81,50.97,51.43,51.88,66.47,81.06
06085,25.12,24.04,22.95,21.14,19.33,18.24,17.15
06087,37.73,38.78,39.83,41.3,42.77,47.29,51.81
06089,59.47,56.72,53.96,51.46,48.95,54.14,59.33
06091,28.78,22.49,16.21,14.04,11.88,32.56,53.25
06093,71.92,72.24,72.56,66.38,60.19,67.0,73.81
06095,41.83,42.88,43.94,40.46,36.97,40.78,44.59
06097,33.21,30.98,28.75,27.14,25.54,31.93,38.32
06099,85.96,84.7,83.44,82.16,80.89,82.45,84.02
06101,73.42,74.83,76.25,77.55,78.85,81.04,83.23
06103,80.74,83.0,85.26,85.16,85.06,85.26,85.46
06105,59.6,62.9,66.19,65.95,65.7,74.7,83.7
06107,97.48,97.2,96.91,96.88,96.85,97.09,97.33
06109,49.12,47.08,45.05,40.64,36.24,44.94,53.63
06111,35.78,35.8,35.82,35.1,34.39,45.69,57.0
06113,55.11,55.35,55.59,56.08,56.56,58.71,60.85
06115,90.19,88.02,85.86,83.33,80.8,82.38,83.96
08001,53.14,49.12,45.11,42.58,40.06,50.87,61.68
08003,82.9,85.54,88.19,87.44,86.69,89.34,91.98
08005,16.59,15.17,13.75,11.99,10.22,22.04,33.86
08007,21.74,22.73,23.72,24.9,26.08,36.16,46.24
08009,41.71,46.3,50.88,53.61,56.34,50.1,43.86
08011,83.92,84.76,85.61,86.31,87.01,80.58,74.16
08013,14.14,13.69,13.24,13.29,13.34,17.32,21.29
08014,1.53,1.23,0.92,0.86,0.8,4.53,8.27
08015,12.58,12.3,12.03,11.76,11.5,23.64,35.77
08017,25.37,34.24,43.11,46.74,50.38,28.06,5.73
08019,5.51,3.34,1.18,0.64,0.1,14.69,29.28
08021,73.7,80.74,87.77,88.28,88.79,87.54,86.28
08023,92.33,93.44,94.56,95.59,96.62,95.6,94.59
08025,98.89,97.55,96.21,95.7,95.19,88.59,81.99
08027,44.64,53.17,61.7,52.86,44.01,30.98,17.95
08029,55.75,57.88,60.01,62.78,65.54,73.9,82.27
08031,40.21,36.31,32.41,30.11,27.8,41.58,55.35
08033,58.45,51.66,44.86,36.48,28.09,15.5,2.9
08035,0.19,0.2,0.22,0.22,0.22,0.7,1.18
08037,7.55,7.59,7.64,7.13,6.62,26.18,45.74
08039,4.74,3.76,2.77,1.48,0.19,1.43,2.67
08041,22.25,21.78,21.3,22.54,23.79,32.56,41.34
08043,69.91,67.94,65.97,62.22,58.47,55.72,52.96
08045,32.98,31.31,29.64,25.48,21.31,36.42,51.53
08047,3.47,2.1,0.73,0.4,0.06,4.09,8.12
08049,6.91,8.67,10.44,12.67,14.9,24.81,34.72
08051,32.44,32.24,32.03,29.17,26.31,29.69,33.07
08053,0.73,6.0,11.27,12.15,13.03,34.39,55.76
08055,72.3,64.57,56.83,48.07,39.3,34.34,29.38
08057,29.74,27.55,25.37,33.36,41.34,48.64,55.95
08059,5.67,4.8,3.92,3.2,2.48,8.1,13.72
08061,27.28,25.9,24.51,23.18,21.85,21.72,21.58
08063,52.5,48.84,45.18,39.46,33.73,41.36,48.98
08065,18.21,20.08,21.94,38.24,54.55,55.3,56.05
08067,7.1,7.22,7.35,6.19,5.03,17.9,30.78
08069,15.85,15.78,15.7,15.28,14.87,21.82,28.77
08071,54.79,55.24,55.68,62.72,69.75,74.42,79.09
08073,70.81,65.94,61.06,53.36,45.67,40.39,35.11
08075,59.76,54.66,49.57,45.58,41.59,50.01,58.43
08077,38.62,43.54,48.46,50.66,52.87,61.14,69.41
08079,0.03,0.25,0.48,2.24,4.01,29.6,55.19
08081,23.97,22.0,20.03,25.44,30.86,53.64,76.42
08083,51.13,51.83,52.53,51.47,50.41,54.32,58.24
08085,57.62,59.54,61.45,61.56,61.66,62.24,62.83
08087,49.41,47.58,45.75,48.16,50.57,62.2,73.84
08089,86.06,84.91,83.76,86.29,88.82,83.97,79.12
08091,15.57,12.47,9.36,9.71,10.06,21.69,33.32
08093,4.55,2.94,1.34,4.72,8.09,19.39,30.68
08095,52.63,37.18,21.74,18.48,15.22,33.94,52.67
08097,6.78,5.33,3.88,3.3,2.71,8.53,14.35
08099,82.46,83.58,84.69,84.58,84.46,84.75,85.04
08101,65.23,68.27,71.31,71.11,70.92,71.26,71.61
08103,21.08,19.71,18.34,23.88,29.43,40.89,52.36
08105,69.15,72.18,75.2,78.38,81.56,84.08,86.6
08107,4.52,3.6,2.67,2.96,3.25,12.43,21.61
08109,87.33,83.43,79.53,79.83,80.13,86.86,93.6
08111,46.45,34.34,22.22,12.37,2.52,30.65,58.78
08113,3.09,5.72,8.34,4.79,1.24,15.21,29.19
08115,49.0,47.64,46.29,52.86,59.43,67.81,76.19
08117,10.22,8.22,6.21,6.37,6.53,21.42,36.31
08119,13.53,13.06,12.58,14.0,15.41,21.28,27.15
08121,24.04,22.13,20.22,19.79,19.36,15.09,10.82
08123,35.91,34.58,33.24,30.69,28.15,42.24,56.33
08125,21.94,28.51,35.08,36.52,37.96,42.39,46.82
09001,21.65,22.26,22.86,24.9,26.94,39.9,52.86
09003,30.6,30.0,29.39,30.25,31.11,36.07,41.02
09005,9.68,11.2,12.73,11.64,10.54,17.28,24.03
09007,3.18,3.26,3.34,4.32,5.29,9.94,14.58
09009,31.96,32.46,32.95,33.26,33.57,41.18,48.79
09011,15.5,18.24,20.98,21.9,22.83,25.17,27.5
09013,6.81,7.26,7.7,7.88,8.06,11.83,15.6
09015,35.82,36.63,37.44,36.39,35.35,42.04,48.73
10001,44.89,46.13,47.37,47.5,47.64,57.46,67.28
10003,20.89,21.9,22.92,24.98,27.04,31.1,35.17
10005,39.22,38.64,38.05,33.98,29.9,36.66,43.41
11001,41.61,41.39,41.17,41.7,42.23,43.56,44.88
12001,48.65,48.7,48.74,49.9,51.05,57.38,63.72
12003,75.84,73.22,70.61,65.82,61.02,55.32,49.62
12005,47.06,47.14,47.21,45.55,43.89,52.94,62.0
12007,90.54,90.0,89.46,87.07,84.68,88.4,92.11
12009,39.73,39.54,39.35,35.66,31.97,41.46,50.95
12011,43.71,43.74,43.78,43.05,42.32,60.83,79.34
12013,91.21,86.61,82.01,79.8,77.58,78.64,79.69
12015,42.57,42.57,42.57,40.2,37.83,49.02,60.22
12017,64.88,67.03,69.18,68.08,66.97,69.32,71.67
12019,35.05,34.13,33.21,35.3,37.39,38.04,38.7
12021,36.42,33.68,30.95,29.92,28.89,46.23,63.56
12023,82.78,80.21,77.65,76.77,75.89,81.36,86.82
12027,96.24,95.38,94.52,91.42,88.31,93.9,99.49
12029,78.29,77.62,76.95,80.56,84.17,72.99,61.81
12031,51.23,50.76,50.3,48.67,47.04,59.68,72.31
12033,55.3,51.85,48.39,47.46,46.53,59.48,72.44
12035,48.52,43.25,37.98,35.14,32.29,42.85,53.41
12037,85.93,84.56,83.19,82.09,80.99,89.08,97.17
12039,94.65,93.79,92.93,93.0,93.06,88.6,84.15
12041,88.76,86.22,83.67,78.74,73.82,64.96,56.11
12043,95.89,95.59,95.29,93.04,90.8,92.6,94.4
12045,80.42,77.74,75.07,74.02,72.96,59.91,46.85
12047,98.09,98.15,98.22,98.58,98.95,98.26,97.58
12049,98.66,98.06,97.45,94.3,91.15,92.88,94.62
12051,98.25,97.28,96.31,96.64,96.97,98.28,99.59
12053,69.5,68.83,68.16,65.86,63.57,71.49,79.41
12055,83.06,82.34,81.63,81.88,82.13,83.57,85.01
12057,48.87,47.84,46.8,45.9,45.0,59.45,73.9
12059,95.32,95.6,95.89,96.54,97.2,94.21,91.22
12061,48.39,46.91,45.43,41.94,38.44,50.5,62.57
12063,91.18,93.02,94.87,93.39,91.91,87.8,83.7
12065,78.32,76.06,73.8,67.59,61.37,63.96,66.55
12067,94.59,93.03,91.47,93.42,95.38,92.72,90.07
12069,52.18,51.2,50.21,48.32,46.43,56.42,66.42
12071,50.84,49.58,48.33,44.56,40.8,54.39,67.98
12073,51.83,52.04,52.24,51.23,50.22,57.84,65.47
12075,89.11,87.56,86.02,83.33,80.64,85.62,90.61
12077,94.36,89.32,84.27,83.88,83.5,85.02,86.54
12079,92.58,93.44,94.3,90.75,87.2,88.81,90.42
12081,40.97,39.66,38.36,36.39,34.43,52.46,70.5
12083,72.43,72.45,72.46,71.9,71.34,76.55,81.76
12085,31.71,30.34,28.97,25.02,21.08,31.85,42.62
12086,75.99,74.42,72.84,71.1,69.36,81.13,92.9
12087,19.99,18.06,16.14,13.31,10.48,31.24,52.01
12089,31.9,29.82,27.73,22.06,16.4,24.12,31.83
12091,24.74,23.91,23.08,24.54,25.99,36.21,46.44
12093,97.61,97.32,97.04,94.68,92.32,89.12,85.93
12095,55.27,54.7,54.12,51.68,49.24,64.93,80.62
12097,77.55,77.12,76.7,73.84,70.99,78.78,86.57
12099,39.19,38.46,37.73,37.48,37.23,57.4,77.56
12101,51.29,49.65,48.01,47.88,47.74,58.8,69.86
12103,33.94,32.07,30.21,29.76,29.3,44.2,59.1
12105,75.42,75.23,75.04,73.62,72.2,78.54,84.88
12107,93.0,93.97,94.94,94.92,94.9,96.3,97.71
12109,7.45,7.11,6.78,7.28,7.77,15.58,23.39
12111,68.83,68.69,68.55,64.76,60.96,71.03,81.09
12113,30.4,30.18,29.96,27.16,24.36,35.98,47.61
12115,22.38,20.47,18.56,14.98,11.4,23.96,36.51
12117,25.63,25.28,24.93,22.29,19.65,28.54,37.43
12119,34.26,29.47,24.67,19.84,15.0,17.3,19.61
12121,89.88,90.46,91.05,86.82,82.58,73.72,64.86
12123,81.12,79.22,77.33,82.72,88.12,79.74,71.36
12125,89.78,92.76,95.73,95.84,95.96,74.02,52.07
12127,56.35,54.02,51.7,48.48,45.25,53.96,62.67
12129,48.84,51.24,53.65,50.26,46.88,33.56,20.24
12131,50.24,51.02,51.8,43.71,35.61,47.58,59.55
12133,86.91,88.09,89.27,91.24,93.22,94.26,95.29
13001,80.48,83.92,87.36,87.77,88.18,85.05,81.92
13003,93.06,89.19,85.32,91.61,97.9,96.08,94.27
13005,72.84,72.14,71.44,77.76,84.08,81.01,77.94
13007,68.45,60.32,52.18,62.54,72.9,82.42,91.95
13009,84.3,85.99,87.68,89.5,91.31,92.01,92.71
13011,71.89,75.15,78.41,74.9,71.4,74.06,76.73
13013,65.49,67.06,68.64,62.7,56.75,62.92,69.1
13015,69.21,65.89,62.56,59.86,57.17,68.02,78.87
13017,95.29,92.6,89.91,85.98,82.04,89.82,97.61
13019,94.97,94.21,93.44,94.82,96.21,92.78,89.34
13021,83.99,84.4,84.81,83.45,82.1,88.95,95.8
13023,74.94,74.67,74.4,78.17,81.94,73.8,65.66
13025,92.1,90.64,89.18,88.08,86.97,90.27,93.57
13027,94.75,94.43,94.11,91.72,89.33,92.76,96.18
13029,29.48,33.9,38.33,39.12,39.9,42.02,44.14
13031,80.55,83.02,85.48,86.28,87.07,90.59,94.11
13033,91.34,90.13,88.92,85.26,81.59,77.64,73.68
13035,84.43,85.46,86.5,84.26,82.01,83.22,84.44
13037,90.13,94.34,98.54,98.98,99.43,98.17,96.91
13039,40.75,44.36,47.98,44.74,41.5,55.21,68.91
13043,91.02,90.53,90.04,91.47,92.9,94.68,96.47
13045,81.85,81.94,82.04,80.36,78.69,79.27,79.85
13047,56.19,52.59,49.0,40.47,31.94,32.46,32.97
13049,90.8,90.55,90.29,93.96,97.64,97.85,98.06
13051,50.68,52.08,53.49,52.45,51.4,67.25,83.1
13053,49.6,58.36,67.11,65.26,63.41,66.28,69.16
13055,94.52,94.62,94.72,94.44,94.17,92.92,91.66
13057,20.34,18.67,17.0,14.01,11.02,19.11,27.21
13059,80.83,81.74,82.65,80.82,78.98,84.62,90.26
13061,97.77,97.14,96.5,97.34,98.18,98.18,98.19
13063,91.95,91.28,90.61,88.57,86.53,91.91,97.29
13065,90.39,93.88,97.36,96.58,95.8,93.44,91.09
13067,24.39,22.83,21.27,18.55,15.83,28.82,41.82
13069,92.1,89.54,86.98,84.19,81.4,85.21,89.02
13071,92.49,91.92,91.34,92.47,93.6,95.84,98.09
13073,13.5,15.95,18.4,17.24,16.08,15.74,15.4
13075,87.84,85.22,82.59,83.08,83.57,89.11,94.65
13077,30.05,29.32,28.59,27.58,26.56,28.08,29.6
13079,78.83,79.22,79.62,83.79,87.96,81.58,75.21
13081,94.81,94.65,94.49,94.97,95.45,97.54,99.62
13083,60.14,61.56,62.97,61.9,60.83,62.42,64.0
13085,47.85,43.86,39.86,31.84,23.82,29.48,35.14
13087,87.11,85.31,83.51,83.2,82.9,89.42,95.93
13089,54.66,54.04,53.42,51.15,48.89,64.7,80.52
13091,81.76,85.82,89.88,89.36,88.85,82.17,75.49
13093,92.68,93.76,94.84,95.92,97.01,91.74,86.47
13095,94.87,93.78,92.68,93.48,94.27,96.66,99.05
13097,58.23,56.84,55.46,54.38,53.31,64.66,76.0
13099,81.5,85.84,90.19,92.34,94.49,96.96,99.43
13101,88.57,89.75,90.93,86.98,83.03,74.43,65.82
13103,31.39,33.72,36.04,29.98,23.92,36.02,48.12
13105,86.44,84.0,81.57,83.22,84.87,91.42,97.96
13107,97.07,96.85,96.63,95.69,94.75,96.32,97.9
13109,93.38,90.13,86.88,91.02,95.16,96.01,96.85
13111,89.53,82.03,74.53,63.87,53.22,66.78,80.33
13113,10.44,8.5,6.56,6.29,6.02,9.47,12.92
13115,84.94,82.74,80.55,77.7,74.84,81.71,88.57
